seed,stratum_id,signed_effect,population,model,framing,scale_labels,condition_id,tar_event_member
6003,population=netherlands|model=gemma-4-31b|framing=neutral|scale_labels=default,0.39673913043478265,netherlands,gemma-4-31b,neutral,default,population-netherlands__condition-observed__model-gemma-4-31b,observed_norms/sweeps/runs/population-netherlands__condition-observed__model-gemma-4-31b/seed_6003/run/probe_events.jsonl.gz
6004,population=netherlands|model=gemma-4-31b|framing=neutral|scale_labels=default,0.39673913043478265,netherlands,gemma-4-31b,neutral,default,population-netherlands__condition-observed__model-gemma-4-31b,observed_norms/sweeps/runs/population-netherlands__condition-observed__model-gemma-4-31b/seed_6004/run/probe_events.jsonl.gz
6005,population=netherlands|model=gemma-4-31b|framing=neutral|scale_labels=default,0.39673913043478265,netherlands,gemma-4-31b,neutral,default,population-netherlands__condition-observed__model-gemma-4-31b,observed_norms/sweeps/runs/population-netherlands__condition-observed__model-gemma-4-31b/seed_6005/run/probe_events.jsonl.gz
6006,population=netherlands|model=gemma-4-31b|framing=neutral|scale_labels=default,0.39673913043478265,netherlands,gemma-4-31b,neutral,default,population-netherlands__condition-observed__model-gemma-4-31b,observed_norms/sweeps/runs/population-netherlands__condition-observed__model-gemma-4-31b/seed_6006/run/probe_events.jsonl.gz
6001,population=jordan|model=gemma-4-31b|framing=neutral|scale_labels=default,0.2765700483091787,jordan,gemma-4-31b,neutral,default,population-jordan__condition-observed__model-gemma-4-31b,observed_norms/sweeps/runs/population-jordan__condition-observed__model-gemma-4-31b/seed_6001/run/probe_events.jsonl.gz
6002,population=jordan|model=gemma-4-31b|framing=neutral|scale_labels=default,0.2765700483091787,jordan,gemma-4-31b,neutral,default,population-jordan__condition-observed__model-gemma-4-31b,observed_norms/sweeps/runs/population-jordan__condition-observed__model-gemma-4-31b/seed_6002/run/probe_events.jsonl.gz
6003,population=jordan|model=gemma-4-31b|framing=neutral|scale_labels=default,0.2765700483091787,jordan,gemma-4-31b,neutral,default,population-jordan__condition-observed__model-gemma-4-31b,observed_norms/sweeps/runs/population-jordan__condition-observed__model-gemma-4-31b/seed_6003/run/probe_events.jsonl.gz
6004,population=jordan|model=gemma-4-31b|framing=neutral|scale_labels=default,0.2765700483091787,jordan,gemma-4-31b,neutral,default,population-jordan__condition-observed__model-gemma-4-31b,observed_norms/sweeps/runs/population-jordan__condition-observed__model-gemma-4-31b/seed_6004/run/probe_events.jsonl.gz
6005,population=jordan|model=gemma-4-31b|framing=neutral|scale_labels=default,0.2765700483091787,jordan,gemma-4-31b,neutral,default,population-jordan__condition-observed__model-gemma-4-31b,observed_norms/sweeps/runs/population-jordan__condition-observed__model-gemma-4-31b/seed_6005/run/probe_events.jsonl.gz
6006,population=jordan|model=gemma-4-31b|framing=neutral|scale_labels=default,0.2765700483091787,jordan,gemma-4-31b,neutral,default,population-jordan__condition-observed__model-gemma-4-31b,observed_norms/sweeps/runs/population-jordan__condition-observed__model-gemma-4-31b/seed_6006/run/probe_events.jsonl.gz
6001,population=japan|model=gemma-4-31b|framing=neutral|scale_labels=default,0.635265700483092,japan,gemma-4-31b,neutral,default,population-japan__condition-observed__model-gemma-4-31b,observed_norms/sweeps/runs/population-japan__condition-observed__model-gemma-4-31b/seed_6001/run/probe_events.jsonl.gz
6002,population=japan|model=gemma-4-31b|framing=neutral|scale_labels=default,0.635265700483092,japan,gemma-4-31b,neutral,default,population-japan__condition-observed__model-gemma-4-31b,observed_norms/sweeps/runs/population-japan__condition-observed__model-gemma-4-31b/seed_6002/run/probe_events.jsonl.gz
6003,population=japan|model=gemma-4-31b|framing=neutral|scale_labels=default,0.635265700483092,japan,gemma-4-31b,neutral,default,population-japan__condition-observed__model-gemma-4-31b,observed_norms/sweeps/runs/population-japan__condition-observed__model-gemma-4-31b/seed_6003/run/probe_events.jsonl.gz
6004,population=japan|model=gemma-4-31b|framing=neutral|scale_labels=default,0.635265700483092,japan,gemma-4-31b,neutral,default,population-japan__condition-observed__model-gemma-4-31b,observed_norms/sweeps/runs/population-japan__condition-observed__model-gemma-4-31b/seed_6004/run/probe_events.jsonl.gz
6005,population=japan|model=gemma-4-31b|framing=neutral|scale_labels=default,0.635265700483092,japan,gemma-4-31b,neutral,default,population-japan__condition-observed__model-gemma-4-31b,observed_norms/sweeps/runs/population-japan__condition-observed__model-gemma-4-31b/seed_6005/run/probe_events.jsonl.gz
6006,population=japan|model=gemma-4-31b|framing=neutral|scale_labels=default,0.635265700483092,japan,gemma-4-31b,neutral,default,population-japan__condition-observed__model-gemma-4-31b,observed_norms/sweeps/runs/population-japan__condition-observed__model-gemma-4-31b/seed_6006/run/probe_events.jsonl.gz
6001,population=mixed|model=gemma-4-31b|framing=neutral|scale_labels=default,-0.928743961352657,mixed,gemma-4-31b,neutral,default,population-mixed__condition-observed__model-gemma-4-31b,observed_norms/sweeps/runs/population-mixed__condition-observed__model-gemma-4-31b/seed_6001/run/probe_events.jsonl.gz
6002,population=mixed|model=gemma-4-31b|framing=neutral|scale_labels=default,-0.928743961352657,mixed,gemma-4-31b,neutral,default,population-mixed__condition-observed__model-gemma-4-31b,observed_norms/sweeps/runs/population-mixed__condition-observed__model-gemma-4-31b/seed_6002/run/probe_events.jsonl.gz
6003,population=mixed|model=gemma-4-31b|framing=neutral|scale_labels=default,-0.928743961352657,mixed,gemma-4-31b,neutral,default,population-mixed__condition-observed__model-gemma-4-31b,observed_norms/sweeps/runs/population-mixed__condition-observed__model-gemma-4-31b/seed_6003/run/probe_events.jsonl.gz
6004,population=mixed|model=gemma-4-31b|framing=neutral|scale_labels=default,-0.928743961352657,mixed,gemma-4-31b,neutral,default,population-mixed__condition-observed__model-gemma-4-31b,observed_norms/sweeps/runs/population-mixed__condition-observed__model-gemma-4-31b/seed_6004/run/probe_events.jsonl.gz
6005,population=mixed|model=gemma-4-31b|framing=neutral|scale_labels=default,-0.9498792270531401,mixed,gemma-4-31b,neutral,default,population-mixed__condition-observed__model-gemma-4-31b,observed_norms/sweeps/runs/population-mixed__condition-observed__model-gemma-4-31b/seed_6005/run/probe_events.jsonl.gz
6006,population=mixed|model=gemma-4-31b|framing=neutral|scale_labels=default,-0.9498792270531401,mixed,gemma-4-31b,neutral,default,population-mixed__condition-observed__model-gemma-4-31b,observed_norms/sweeps/runs/population-mixed__condition-observed__model-gemma-4-31b/seed_6006/run/probe_events.jsonl.gz
6001,population=us|model=qwen3.5-27b-fp8|framing=same-culture|scale_labels=default,0.1974637681159421,us,qwen3.5-27b-fp8,same-culture,default,population-us__condition-observed__framing-same-culture,observed_norms/sweeps/runs/population-us__condition-observed__framing-same-culture/seed_6001/run/probe_events.jsonl.gz
6002,population=us|model=qwen3.5-27b-fp8|framing=same-culture|scale_labels=default,0.2554347826086956,us,qwen3.5-27b-fp8,same-culture,default,population-us__condition-observed__framing-same-culture,observed_norms/sweeps/runs/population-us__condition-observed__framing-same-culture/seed_6002/run/probe_events.jsonl.gz
6003,population=us|model=qwen3.5-27b-fp8|framing=same-culture|scale_labels=default,0.553743961352657,us,qwen3.5-27b-fp8,same-culture,default,population-us__condition-observed__framing-same-culture,observed_norms/sweeps/runs/population-us__condition-observed__framing-same-culture/seed_6003/run/probe_events.jsonl.gz
6004,population=us|model=qwen3.5-27b-fp8|framing=same-culture|scale_labels=default,0.2922705314009662,us,qwen3.5-27b-fp8,same-culture,default,population-us__condition-observed__framing-same-culture,observed_norms/sweeps/runs/population-us__condition-observed__framing-same-culture/seed_6004/run/probe_events.jsonl.gz
6005,population=us|model=qwen3.5-27b-fp8|framing=same-culture|scale_labels=default,0.2059178743961353,us,qwen3.5-27b-fp8,same-culture,default,population-us__condition-observed__framing-same-culture,observed_norms/sweeps/runs/population-us__condition-observed__framing-same-culture/seed_6005/run/probe_events.jsonl.gz
6006,population=us|model=qwen3.5-27b-fp8|framing=same-culture|scale_labels=default,0.36352657004830924,us,qwen3.5-27b-fp8,same-culture,default,population-us__condition-observed__framing-same-culture,observed_norms/sweeps/runs/population-us__condition-observed__framing-same-culture/seed_6006/run/probe_events.jsonl.gz
6001,population=netherlands|model=qwen3.5-27b-fp8|framing=same-culture|scale_labels=default,0.8635265700483091,netherlands,qwen3.5-27b-fp8,same-culture,default,population-netherlands__condition-observed__framing-same-culture,observed_norms/sweeps/runs/population-netherlands__condition-observed__framing-same-culture/seed_6001/run/probe_events.jsonl.gz
6002,population=netherlands|model=qwen3.5-27b-fp8|framing=same-culture|scale_labels=default,0.8635265700483091,netherlands,qwen3.5-27b-fp8,same-culture,default,population-netherlands__condition-observed__framing-same-culture,observed_norms/sweeps/runs/population-netherlands__condition-observed__framing-same-culture/seed_6002/run/probe_events.jsonl.gz
6003,population=netherlands|model=qwen3.5-27b-fp8|framing=same-culture|scale_labels=default,0.8635265700483091,netherlands,qwen3.5-27b-fp8,same-culture,default,population-netherlands__condition-observed__framing-same-culture,observed_norms/sweeps/runs/population-netherlands__condition-observed__framing-same-culture/seed_6003/run/probe_events.jsonl.gz
6004,population=netherlands|model=qwen3.5-27b-fp8|framing=same-culture|scale_labels=default,0.8635265700483091,netherlands,qwen3.5-27b-fp8,same-culture,default,population-netherlands__condition-observed__framing-same-culture,observed_norms/sweeps/runs/population-netherlands__condition-observed__framing-same-culture/seed_6004/run/probe_events.jsonl.gz
6005,population=netherlands|model=qwen3.5-27b-fp8|framing=same-culture|scale_labels=default,0.4673913043478261,netherlands,qwen3.5-27b-fp8,same-culture,default,population-netherlands__condition-observed__framing-same-culture,observed_norms/sweeps/runs/population-netherlands__condition-observed__framing-same-culture/seed_6005/run/probe_events.jsonl.gz
6006,population=netherlands|model=qwen3.5-27b-fp8|framing=same-culture|scale_labels=default,0.8635265700483091,netherlands,qwen3.5-27b-fp8,same-culture,default,population-netherlands__condition-observed__framing-same-culture,observed_norms/sweeps/runs/population-netherlands__condition-observed__framing-same-culture/seed_6006/run/probe_events.jsonl.gz
6001,population=jordan|model=qwen3.5-27b-fp8|framing=same-culture|scale_labels=default,1.8254830917874394,jordan,qwen3.5-27b-fp8,same-culture,default,population-jordan__condition-observed__framing-same-culture,observed_norms/sweeps/runs/population-jordan__condition-observed__framing-same-culture/seed_6001/run/probe_events.jsonl.gz
6002,population=jordan|model=qwen3.5-27b-fp8|framing=same-culture|scale_labels=default,2.5,jordan,qwen3.5-27b-fp8,same-culture,default,population-jordan__condition-observed__framing-same-culture,observed_norms/sweeps/runs/population-jordan__condition-observed__framing-same-culture/seed_6002/run/probe_events.jsonl.gz
6003,population=jordan|model=qwen3.5-27b-fp8|framing=same-culture|scale_labels=default,2.577294685990338,jordan,qwen3.5-27b-fp8,same-culture,default,population-jordan__condition-observed__framing-same-culture,observed_norms/sweeps/runs/population-jordan__condition-observed__framing-same-culture/seed_6003/run/probe_events.jsonl.gz
6004,population=jordan|model=qwen3.5-27b-fp8|framing=same-culture|scale_labels=default,2.577294685990338,jordan,qwen3.5-27b-fp8,same-culture,default,population-jordan__condition-observed__framing-same-culture,observed_norms/sweeps/runs/population-jordan__condition-observed__framing-same-culture/seed_6004/run/probe_events.jsonl.gz
6005,population=jordan|model=qwen3.5-27b-fp8|framing=same-culture|scale_labels=default,2.577294685990338,jordan,qwen3.5-27b-fp8,same-culture,default,population-jordan__condition-observed__framing-same-culture,observed_norms/sweeps/runs/population-jordan__condition-observed__framing-same-culture/seed_6005/run/probe_events.jsonl.gz
6006,population=jordan|model=qwen3.5-27b-fp8|framing=same-culture|scale_labels=default,1.7077294685990336,jordan,qwen3.5-27b-fp8,same-culture,default,population-jordan__condition-observed__framing-same-culture,observed_norms/sweeps/runs/population-jordan__condition-observed__framing-same-culture/seed_6006/run/probe_events.jsonl.gz
6001,population=japan|model=qwen3.5-27b-fp8|framing=same-culture|scale_labels=default,1.1835748792270533,japan,qwen3.5-27b-fp8,same-culture,default,population-japan__condition-observed__framing-same-culture,observed_norms/sweeps/runs/population-japan__condition-observed__framing-same-culture/seed_6001/run/probe_events.jsonl.gz
6002,population=japan|model=qwen3.5-27b-fp8|framing=same-culture|scale_labels=default,0.9420289855072465,japan,qwen3.5-27b-fp8,same-culture,default,population-japan__condition-observed__framing-same-culture,observed_norms/sweeps/runs/population-japan__condition-observed__framing-same-culture/seed_6002/run/probe_events.jsonl.gz
6003,population=japan|model=qwen3.5-27b-fp8|framing=same-culture|scale_labels=default,1.036231884057971,japan,qwen3.5-27b-fp8,same-culture,default,population-japan__condition-observed__framing-same-culture,observed_norms/sweeps/runs/population-japan__condition-observed__framing-same-culture/seed_6003/run/probe_events.jsonl.gz
6004,population=japan|model=qwen3.5-27b-fp8|framing=same-culture|scale_labels=default,1.440821256038647,japan,qwen3.5-27b-fp8,same-culture,default,population-japan__condition-observed__framing-same-culture,observed_norms/sweeps/runs/population-japan__condition-observed__framing-same-culture/seed_6004/run/probe_events.jsonl.gz
6005,population=japan|model=qwen3.5-27b-fp8|framing=same-culture|scale_labels=default,0.8979468599033816,japan,qwen3.5-27b-fp8,same-culture,default,population-japan__condition-observed__framing-same-culture,observed_norms/sweeps/runs/population-japan__condition-observed__framing-same-culture/seed_6005/run/probe_events.jsonl.gz
6006,population=japan|model=qwen3.5-27b-fp8|framing=same-culture|scale_labels=default,1.1588164251207729,japan,qwen3.5-27b-fp8,same-culture,default,population-japan__condition-observed__framing-same-culture,observed_norms/sweeps/runs/population-japan__condition-observed__framing-same-culture/seed_6006/run/probe_events.jsonl.gz
6001,population=mixed|model=qwen3.5-27b-fp8|framing=same-culture|scale_labels=default,-0.42874396135265663,mixed,qwen3.5-27b-fp8,same-culture,default,population-mixed__condition-observed__framing-same-culture,observed_norms/sweeps/runs/population-mixed__condition-observed__framing-same-culture/seed_6001/run/probe_events.jsonl.gz
6002,population=mixed|model=qwen3.5-27b-fp8|framing=same-culture|scale_labels=default,-0.36956521739130405,mixed,qwen3.5-27b-fp8,same-culture,default,population-mixed__condition-observed__framing-same-culture,observed_norms/sweeps/runs/population-mixed__condition-observed__framing-same-culture/seed_6002/run/probe_events.jsonl.gz
6003,population=mixed|model=qwen3.5-27b-fp8|framing=same-culture|scale_labels=default,-0.13768115942028944,mixed,qwen3.5-27b-fp8,same-culture,default,population-mixed__condition-observed__framing-same-culture,observed_norms/sweeps/runs/population-mixed__condition-observed__framing-same-culture/seed_6003/run/probe_events.jsonl.gz
6004,population=mixed|model=qwen3.5-27b-fp8|framing=same-culture|scale_labels=default,-0.3961352657004828,mixed,qwen3.5-27b-fp8,same-culture,default,population-mixed__condition-observed__framing-same-culture,observed_norms/sweeps/runs/population-mixed__condition-observed__framing-same-culture/seed_6004/run/probe_events.jsonl.gz
6005,population=mixed|model=qwen3.5-27b-fp8|framing=same-culture|scale_labels=default,-0.5797101449275358,mixed,qwen3.5-27b-fp8,same-culture,default,population-mixed__condition-observed__framing-same-culture,observed_norms/sweeps/runs/population-mixed__condition-observed__framing-same-culture/seed_6005/run/probe_events.jsonl.gz
6006,population=mixed|model=qwen3.5-27b-fp8|framing=same-culture|scale_labels=default,-0.4275362318840579,mixed,qwen3.5-27b-fp8,same-culture,default,population-mixed__condition-observed__framing-same-culture,observed_norms/sweeps/runs/population-mixed__condition-observed__framing-same-culture/seed_6006/run/probe_events.jsonl.gz
6001,population=us|model=qwen3.5-27b-fp8|framing=different-culture|scale_labels=default,-0.7481884057971014,us,qwen3.5-27b-fp8,different-culture,default,population-us__condition-observed__framing-different-culture,observed_norms/sweeps/runs/population-us__condition-observed__framing-different-culture/seed_6001/run/probe_events.jsonl.gz
6002,population=us|model=qwen3.5-27b-fp8|framing=different-culture|scale_labels=default,-0.2850241545893721,us,qwen3.5-27b-fp8,different-culture,default,population-us__condition-observed__framing-different-culture,observed_norms/sweeps/runs/population-us__condition-observed__framing-different-culture/seed_6002/run/probe_events.jsonl.gz
6003,population=us|model=qwen3.5-27b-fp8|framing=different-culture|scale_labels=default,-0.4975845410628019,us,qwen3.5-27b-fp8,different-culture,default,population-us__condition-observed__framing-different-culture,observed_norms/sweeps/runs/population-us__condition-observed__framing-different-culture/seed_6003/run/probe_events.jsonl.gz
6004,population=us|model=qwen3.5-27b-fp8|framing=different-culture|scale_labels=default,-0.45591787439613524,us,qwen3.5-27b-fp8,different-culture,default,population-us__condition-observed__framing-different-culture,observed_norms/sweeps/runs/population-us__condition-observed__framing-different-culture/seed_6004/run/probe_events.jsonl.gz
6005,population=us|model=qwen3.5-27b-fp8|framing=different-culture|scale_labels=default,-0.5102657004830919,us,qwen3.5-27b-fp8,different-culture,default,population-us__condition-observed__framing-different-culture,observed_norms/sweeps/runs/population-us__condition-observed__framing-different-culture/seed_6005/run/probe_events.jsonl.gz
6006,population=us|model=qwen3.5-27b-fp8|framing=different-culture|scale_labels=default,-0.5024154589371981,us,qwen3.5-27b-fp8,different-culture,default,population-us__condition-observed__framing-different-culture,observed_norms/sweeps/runs/population-us__condition-observed__framing-different-culture/seed_6006/run/probe_events.jsonl.gz
6001,population=netherlands|model=qwen3.5-27b-fp8|framing=different-culture|scale_labels=default,-0.2765700483091789,netherlands,qwen3.5-27b-fp8,different-culture,default,population-netherlands__condition-observed__framing-different-culture,observed_norms/sweeps/runs/population-netherlands__condition-observed__framing-different-culture/seed_6001/run/probe_events.jsonl.gz
6002,population=netherlands|model=qwen3.5-27b-fp8|framing=different-culture|scale_labels=default,-0.08756038647342985,netherlands,qwen3.5-27b-fp8,different-culture,default,population-netherlands__condition-observed__framing-different-culture,observed_norms/sweeps/runs/population-netherlands__condition-observed__framing-different-culture/seed_6002/run/probe_events.jsonl.gz
6003,population=netherlands|model=qwen3.5-27b-fp8|framing=different-culture|scale_labels=default,-0.13345410628019327,netherlands,qwen3.5-27b-fp8,different-culture,default,population-netherlands__condition-observed__framing-different-culture,observed_norms/sweeps/runs/population-netherlands__condition-observed__framing-different-culture/seed_6003/run/probe_events.jsonl.gz
6004,population=netherlands|model=qwen3.5-27b-fp8|framing=different-culture|scale_labels=default,-0.2765700483091789,netherlands,qwen3.5-27b-fp8,different-culture,default,population-netherlands__condition-observed__framing-different-culture,observed_norms/sweeps/runs/population-netherlands__condition-observed__framing-different-culture/seed_6004/run/probe_events.jsonl.gz
6005,population=netherlands|model=qwen3.5-27b-fp8|framing=different-culture|scale_labels=default,0.08695652173913056,netherlands,qwen3.5-27b-fp8,different-culture,default,population-netherlands__condition-observed__framing-different-culture,observed_norms/sweeps/runs/population-netherlands__condition-observed__framing-different-culture/seed_6005/run/probe_events.jsonl.gz
6006,population=netherlands|model=qwen3.5-27b-fp8|framing=different-culture|scale_labels=default,-0.13345410628019327,netherlands,qwen3.5-27b-fp8,different-culture,default,population-netherlands__condition-observed__framing-different-culture,observed_norms/sweeps/runs/population-netherlands__condition-observed__framing-different-culture/seed_6006/run/probe_events.jsonl.gz
6001,population=jordan|model=qwen3.5-27b-fp8|framing=different-culture|scale_labels=default,1.7077294685990336,jordan,qwen3.5-27b-fp8,different-culture,default,population-jordan__condition-observed__framing-different-culture,observed_norms/sweeps/runs/population-jordan__condition-observed__framing-different-culture/seed_6001/run/probe_events.jsonl.gz
6002,population=jordan|model=qwen3.5-27b-fp8|framing=different-culture|scale_labels=default,1.7077294685990336,jordan,qwen3.5-27b-fp8,different-culture,default,population-jordan__condition-observed__framing-different-culture,observed_norms/sweeps/runs/population-jordan__condition-observed__framing-different-culture/seed_6002/run/probe_events.jsonl.gz
6003,population=jordan|model=qwen3.5-27b-fp8|framing=different-culture|scale_labels=default,1.7240338164251208,jordan,qwen3.5-27b-fp8,different-culture,default,population-jordan__condition-observed__framing-different-culture,observed_norms/sweeps/runs/population-jordan__condition-observed__framing-different-culture/seed_6003/run/probe_events.jsonl.gz
6004,population=jordan|model=qwen3.5-27b-fp8|framing=different-culture|scale_labels=default,3.298913043478261,jordan,qwen3.5-27b-fp8,different-culture,default,population-jordan__condition-observed__framing-different-culture,observed_norms/sweeps/runs/population-jordan__condition-observed__framing-different-culture/seed_6004/run/probe_events.jsonl.gz
6005,population=jordan|model=qwen3.5-27b-fp8|framing=different-culture|scale_labels=default,2.577294685990338,jordan,qwen3.5-27b-fp8,different-culture,default,population-jordan__condition-observed__framing-different-culture,observed_norms/sweeps/runs/population-jordan__condition-observed__framing-different-culture/seed_6005/run/probe_events.jsonl.gz
6006,population=jordan|model=qwen3.5-27b-fp8|framing=different-culture|scale_labels=default,1.7240338164251208,jordan,qwen3.5-27b-fp8,different-culture,default,population-jordan__condition-observed__framing-different-culture,observed_norms/sweeps/runs/population-jordan__condition-observed__framing-different-culture/seed_6006/run/probe_events.jsonl.gz
6001,population=japan|model=qwen3.5-27b-fp8|framing=different-culture|scale_labels=default,0.3840579710144927,japan,qwen3.5-27b-fp8,different-culture,default,population-japan__condition-observed__framing-different-culture,observed_norms/sweeps/runs/population-japan__condition-observed__framing-different-culture/seed_6001/run/probe_events.jsonl.gz
6002,population=japan|model=qwen3.5-27b-fp8|framing=different-culture|scale_labels=default,0.44021739130434784,japan,qwen3.5-27b-fp8,different-culture,default,population-japan__condition-observed__framing-different-culture,observed_norms/sweeps/runs/population-japan__condition-observed__framing-different-culture/seed_6002/run/probe_events.jsonl.gz
6003,population=japan|model=qwen3.5-27b-fp8|framing=different-culture|scale_labels=default,0.46618357487922707,japan,qwen3.5-27b-fp8,different-culture,default,population-japan__condition-observed__framing-different-culture,observed_norms/sweeps/runs/population-japan__condition-observed__framing-different-culture/seed_6003/run/probe_events.jsonl.gz
6004,population=japan|model=qwen3.5-27b-fp8|framing=different-culture|scale_labels=default,0.13526570048309172,japan,qwen3.5-27b-fp8,different-culture,default,population-japan__condition-observed__framing-different-culture,observed_norms/sweeps/runs/population-japan__condition-observed__framing-different-culture/seed_6004/run/probe_events.jsonl.gz
6005,population=japan|model=qwen3.5-27b-fp8|framing=different-culture|scale_labels=default,0.47524154589371986,japan,qwen3.5-27b-fp8,different-culture,default,population-japan__condition-observed__framing-different-culture,observed_norms/sweeps/runs/population-japan__condition-observed__framing-different-culture/seed_6005/run/probe_events.jsonl.gz
6006,population=japan|model=qwen3.5-27b-fp8|framing=different-culture|scale_labels=default,0.5652173913043478,japan,qwen3.5-27b-fp8,different-culture,default,population-japan__condition-observed__framing-different-culture,observed_norms/sweeps/runs/population-japan__condition-observed__framing-different-culture/seed_6006/run/probe_events.jsonl.gz
6001,population=mixed|model=qwen3.5-27b-fp8|framing=different-culture|scale_labels=default,-0.6612318840579702,mixed,qwen3.5-27b-fp8,different-culture,default,population-mixed__condition-observed__framing-different-culture,observed_norms/sweeps/runs/population-mixed__condition-observed__framing-different-culture/seed_6001/run/probe_events.jsonl.gz
6002,population=mixed|model=qwen3.5-27b-fp8|framing=different-culture|scale_labels=default,-0.5603864734299515,mixed,qwen3.5-27b-fp8,different-culture,default,population-mixed__condition-observed__framing-different-culture,observed_norms/sweeps/runs/population-mixed__condition-observed__framing-different-culture/seed_6002/run/probe_events.jsonl.gz
6003,population=mixed|model=qwen3.5-27b-fp8|framing=different-culture|scale_labels=default,-0.7216183574879219,mixed,qwen3.5-27b-fp8,different-culture,default,population-mixed__condition-observed__framing-different-culture,observed_norms/sweeps/runs/population-mixed__condition-observed__framing-different-culture/seed_6003/run/probe_events.jsonl.gz
6004,population=mixed|model=qwen3.5-27b-fp8|framing=different-culture|scale_labels=default,-0.8743961352657008,mixed,qwen3.5-27b-fp8,different-culture,default,population-mixed__condition-observed__framing-different-culture,observed_norms/sweeps/runs/population-mixed__condition-observed__framing-different-culture/seed_6004/run/probe_events.jsonl.gz
6005,population=mixed|model=qwen3.5-27b-fp8|framing=different-culture|scale_labels=default,-0.6497584541062794,mixed,qwen3.5-27b-fp8,different-culture,default,population-mixed__condition-observed__framing-different-culture,observed_norms/sweeps/runs/population-mixed__condition-observed__framing-different-culture/seed_6005/run/probe_events.jsonl.gz
6006,population=mixed|model=qwen3.5-27b-fp8|framing=different-culture|scale_labels=default,-0.6986714975845407,mixed,qwen3.5-27b-fp8,different-culture,default,population-mixed__condition-observed__framing-different-culture,observed_norms/sweeps/runs/population-mixed__condition-observed__framing-different-culture/seed_6006/run/probe_events.jsonl.gz
