condition_id,kind,seed,model,population,condition,framing,scale_labels,probe_calls,dispersion_compression,absolute_mean_shift,compression_q1_family_importance,compression_q182_homosexuality,compression_q188_euthanasia,mean_shift_q1_family_importance,mean_shift_q182_homosexuality,mean_shift_q188_euthanasia,tar_event_member,tar_prompt_member
population-us__condition-observed__model-qwen3.5-9b,variation,6002,qwen3.5-9b,us,observed,neutral,default,144,0.4945652173913044,0.20833333333333334,0.0,1.483695652173913,0.0,0.0,0.625,0.0,observed_norms/sweeps/runs/population-us__condition-observed__model-qwen3.5-9b/seed_6002/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-us__condition-observed__model-qwen3.5-9b/seed_6002/run/prompts_and_responses.jsonl.gz
population-us__condition-observed__model-qwen3.5-9b,variation,6003,qwen3.5-9b,us,observed,neutral,default,144,0.6400966183574879,0.30555555555555536,0.0,1.9202898550724636,0.0,0.0,0.9166666666666661,0.0,observed_norms/sweeps/runs/population-us__condition-observed__model-qwen3.5-9b/seed_6003/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-us__condition-observed__model-qwen3.5-9b/seed_6003/run/prompts_and_responses.jsonl.gz
population-us__condition-observed__model-qwen3.5-9b,variation,6004,qwen3.5-9b,us,observed,neutral,default,144,0.6400966183574879,0.30555555555555536,0.0,1.9202898550724636,0.0,0.0,0.9166666666666661,0.0,observed_norms/sweeps/runs/population-us__condition-observed__model-qwen3.5-9b/seed_6004/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-us__condition-observed__model-qwen3.5-9b/seed_6004/run/prompts_and_responses.jsonl.gz
population-us__condition-observed__model-qwen3.5-9b,variation,6005,qwen3.5-9b,us,observed,neutral,default,144,0.5404589371980676,0.2361111111111113,0.0,1.6213768115942029,0.0,0.0,0.7083333333333339,0.0,observed_norms/sweeps/runs/population-us__condition-observed__model-qwen3.5-9b/seed_6005/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-us__condition-observed__model-qwen3.5-9b/seed_6005/run/prompts_and_responses.jsonl.gz
population-us__condition-observed__model-qwen3.5-9b,variation,6006,qwen3.5-9b,us,observed,neutral,default,144,0.6274154589371981,0.31944444444444464,0.0,1.8822463768115942,0.0,0.0,0.9583333333333339,0.0,observed_norms/sweeps/runs/population-us__condition-observed__model-qwen3.5-9b/seed_6006/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-us__condition-observed__model-qwen3.5-9b/seed_6006/run/prompts_and_responses.jsonl.gz
population-netherlands__condition-private__model-qwen3.5-9b,variation,6001,qwen3.5-9b,netherlands,private,neutral,default,72,,,,,,,,,observed_norms/sweeps/runs/population-netherlands__condition-private__model-qwen3.5-9b/seed_6001/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-netherlands__condition-private__model-qwen3.5-9b/seed_6001/run/prompts_and_responses.jsonl.gz
population-netherlands__condition-private__model-qwen3.5-9b,variation,6002,qwen3.5-9b,netherlands,private,neutral,default,72,,,,,,,,,observed_norms/sweeps/runs/population-netherlands__condition-private__model-qwen3.5-9b/seed_6002/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-netherlands__condition-private__model-qwen3.5-9b/seed_6002/run/prompts_and_responses.jsonl.gz
population-netherlands__condition-private__model-qwen3.5-9b,variation,6003,qwen3.5-9b,netherlands,private,neutral,default,72,,,,,,,,,observed_norms/sweeps/runs/population-netherlands__condition-private__model-qwen3.5-9b/seed_6003/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-netherlands__condition-private__model-qwen3.5-9b/seed_6003/run/prompts_and_responses.jsonl.gz
population-netherlands__condition-private__model-qwen3.5-9b,variation,6004,qwen3.5-9b,netherlands,private,neutral,default,72,,,,,,,,,observed_norms/sweeps/runs/population-netherlands__condition-private__model-qwen3.5-9b/seed_6004/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-netherlands__condition-private__model-qwen3.5-9b/seed_6004/run/prompts_and_responses.jsonl.gz
population-netherlands__condition-private__model-qwen3.5-9b,variation,6005,qwen3.5-9b,netherlands,private,neutral,default,72,,,,,,,,,observed_norms/sweeps/runs/population-netherlands__condition-private__model-qwen3.5-9b/seed_6005/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-netherlands__condition-private__model-qwen3.5-9b/seed_6005/run/prompts_and_responses.jsonl.gz
population-netherlands__condition-private__model-qwen3.5-9b,variation,6006,qwen3.5-9b,netherlands,private,neutral,default,72,,,,,,,,,observed_norms/sweeps/runs/population-netherlands__condition-private__model-qwen3.5-9b/seed_6006/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-netherlands__condition-private__model-qwen3.5-9b/seed_6006/run/prompts_and_responses.jsonl.gz
population-netherlands__condition-observed__model-qwen3.5-9b,variation,6001,qwen3.5-9b,netherlands,observed,neutral,default,144,0.42089371980676327,0.40277777777777796,0.0,1.3768115942028984,-0.11413043478260869,0.0,1.083333333333334,0.125,observed_norms/sweeps/runs/population-netherlands__condition-observed__model-qwen3.5-9b/seed_6001/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-netherlands__condition-observed__model-qwen3.5-9b/seed_6001/run/prompts_and_responses.jsonl.gz
population-netherlands__condition-observed__model-qwen3.5-9b,variation,6002,qwen3.5-9b,netherlands,observed,neutral,default,144,0.377415458937198,0.2638888888888887,0.0,1.2463768115942027,-0.11413043478260869,0.0,0.6666666666666661,0.125,observed_norms/sweeps/runs/population-netherlands__condition-observed__model-qwen3.5-9b/seed_6002/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-netherlands__condition-observed__model-qwen3.5-9b/seed_6002/run/prompts_and_responses.jsonl.gz
population-netherlands__condition-observed__model-qwen3.5-9b,variation,6003,qwen3.5-9b,netherlands,observed,neutral,default,144,0.38466183574879226,0.34722222222222204,0.0,1.2681159420289854,-0.11413043478260869,0.0,0.9166666666666661,0.125,observed_norms/sweeps/runs/population-netherlands__condition-observed__model-qwen3.5-9b/seed_6003/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-netherlands__condition-observed__model-qwen3.5-9b/seed_6003/run/prompts_and_responses.jsonl.gz
population-netherlands__condition-observed__model-qwen3.5-9b,variation,6004,qwen3.5-9b,netherlands,observed,neutral,default,144,0.377415458937198,0.2638888888888887,0.0,1.2463768115942027,-0.11413043478260869,0.0,0.6666666666666661,0.125,observed_norms/sweeps/runs/population-netherlands__condition-observed__model-qwen3.5-9b/seed_6004/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-netherlands__condition-observed__model-qwen3.5-9b/seed_6004/run/prompts_and_responses.jsonl.gz
population-netherlands__condition-observed__model-qwen3.5-9b,variation,6005,qwen3.5-9b,netherlands,observed,neutral,default,144,0.5295893719806763,0.5138888888888887,0.0,1.7028985507246377,-0.11413043478260869,0.0,1.416666666666666,0.125,observed_norms/sweeps/runs/population-netherlands__condition-observed__model-qwen3.5-9b/seed_6005/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-netherlands__condition-observed__model-qwen3.5-9b/seed_6005/run/prompts_and_responses.jsonl.gz
population-netherlands__condition-observed__model-qwen3.5-9b,variation,6006,qwen3.5-9b,netherlands,observed,neutral,default,144,0.3049516908212561,0.34722222222222204,0.0,1.028985507246377,-0.11413043478260869,0.0,0.9166666666666661,0.125,observed_norms/sweeps/runs/population-netherlands__condition-observed__model-qwen3.5-9b/seed_6006/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-netherlands__condition-observed__model-qwen3.5-9b/seed_6006/run/prompts_and_responses.jsonl.gz
population-jordan__condition-private__model-qwen3.5-9b,variation,6001,qwen3.5-9b,jordan,private,neutral,default,72,,,,,,,,,observed_norms/sweeps/runs/population-jordan__condition-private__model-qwen3.5-9b/seed_6001/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-jordan__condition-private__model-qwen3.5-9b/seed_6001/run/prompts_and_responses.jsonl.gz
population-jordan__condition-private__model-qwen3.5-9b,variation,6002,qwen3.5-9b,jordan,private,neutral,default,72,,,,,,,,,observed_norms/sweeps/runs/population-jordan__condition-private__model-qwen3.5-9b/seed_6002/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-jordan__condition-private__model-qwen3.5-9b/seed_6002/run/prompts_and_responses.jsonl.gz
population-jordan__condition-private__model-qwen3.5-9b,variation,6003,qwen3.5-9b,jordan,private,neutral,default,72,,,,,,,,,observed_norms/sweeps/runs/population-jordan__condition-private__model-qwen3.5-9b/seed_6003/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-jordan__condition-private__model-qwen3.5-9b/seed_6003/run/prompts_and_responses.jsonl.gz
population-jordan__condition-private__model-qwen3.5-9b,variation,6004,qwen3.5-9b,jordan,private,neutral,default,72,,,,,,,,,observed_norms/sweeps/runs/population-jordan__condition-private__model-qwen3.5-9b/seed_6004/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-jordan__condition-private__model-qwen3.5-9b/seed_6004/run/prompts_and_responses.jsonl.gz
population-jordan__condition-private__model-qwen3.5-9b,variation,6005,qwen3.5-9b,jordan,private,neutral,default,72,,,,,,,,,observed_norms/sweeps/runs/population-jordan__condition-private__model-qwen3.5-9b/seed_6005/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-jordan__condition-private__model-qwen3.5-9b/seed_6005/run/prompts_and_responses.jsonl.gz
population-jordan__condition-private__model-qwen3.5-9b,variation,6006,qwen3.5-9b,jordan,private,neutral,default,72,,,,,,,,,observed_norms/sweeps/runs/population-jordan__condition-private__model-qwen3.5-9b/seed_6006/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-jordan__condition-private__model-qwen3.5-9b/seed_6006/run/prompts_and_responses.jsonl.gz
population-jordan__condition-observed__model-qwen3.5-9b,variation,6001,qwen3.5-9b,jordan,observed,neutral,default,144,5.345410628019324,0.861111111111111,0.0,16.17391304347826,-0.13768115942028986,0.0,-2.5,-0.08333333333333304,observed_norms/sweeps/runs/population-jordan__condition-observed__model-qwen3.5-9b/seed_6001/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-jordan__condition-observed__model-qwen3.5-9b/seed_6001/run/prompts_and_responses.jsonl.gz
population-jordan__condition-observed__model-qwen3.5-9b,variation,6002,qwen3.5-9b,jordan,observed,neutral,default,144,3.6660628019323673,0.736111111111111,0.0,11.13586956521739,-0.13768115942028986,0.0,-2.125,-0.08333333333333304,observed_norms/sweeps/runs/population-jordan__condition-observed__model-qwen3.5-9b/seed_6002/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-jordan__condition-observed__model-qwen3.5-9b/seed_6002/run/prompts_and_responses.jsonl.gz
population-jordan__condition-observed__model-qwen3.5-9b,variation,6003,qwen3.5-9b,jordan,observed,neutral,default,144,4.8979468599033815,0.763888888888889,0.0,14.46195652173913,0.23188405797101447,0.0,-2.125,0.16666666666666696,observed_norms/sweeps/runs/population-jordan__condition-observed__model-qwen3.5-9b/seed_6003/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-jordan__condition-observed__model-qwen3.5-9b/seed_6003/run/prompts_and_responses.jsonl.gz
population-jordan__condition-observed__model-qwen3.5-9b,variation,6004,qwen3.5-9b,jordan,observed,neutral,default,144,2.6636473429951693,0.4861111111111111,0.0,7.990942028985508,0.0,0.0,-1.4583333333333333,0.0,observed_norms/sweeps/runs/population-jordan__condition-observed__model-qwen3.5-9b/seed_6004/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-jordan__condition-observed__model-qwen3.5-9b/seed_6004/run/prompts_and_responses.jsonl.gz
population-jordan__condition-observed__model-qwen3.5-9b,variation,6005,qwen3.5-9b,jordan,observed,neutral,default,144,5.391304347826087,0.8333333333333334,0.0,16.17391304347826,0.0,0.0,-2.5,0.0,observed_norms/sweeps/runs/population-jordan__condition-observed__model-qwen3.5-9b/seed_6005/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-jordan__condition-observed__model-qwen3.5-9b/seed_6005/run/prompts_and_responses.jsonl.gz
population-jordan__condition-observed__model-qwen3.5-9b,variation,6006,qwen3.5-9b,jordan,observed,neutral,default,144,2.7530193236714973,0.5694444444444443,0.0,8.396739130434781,-0.13768115942028986,0.0,-1.625,-0.08333333333333304,observed_norms/sweeps/runs/population-jordan__condition-observed__model-qwen3.5-9b/seed_6006/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-jordan__condition-observed__model-qwen3.5-9b/seed_6006/run/prompts_and_responses.jsonl.gz
population-japan__condition-private__model-qwen3.5-9b,variation,6001,qwen3.5-9b,japan,private,neutral,default,72,,,,,,,,,observed_norms/sweeps/runs/population-japan__condition-private__model-qwen3.5-9b/seed_6001/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-japan__condition-private__model-qwen3.5-9b/seed_6001/run/prompts_and_responses.jsonl.gz
population-japan__condition-private__model-qwen3.5-9b,variation,6002,qwen3.5-9b,japan,private,neutral,default,72,,,,,,,,,observed_norms/sweeps/runs/population-japan__condition-private__model-qwen3.5-9b/seed_6002/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-japan__condition-private__model-qwen3.5-9b/seed_6002/run/prompts_and_responses.jsonl.gz
population-japan__condition-private__model-qwen3.5-9b,variation,6003,qwen3.5-9b,japan,private,neutral,default,72,,,,,,,,,observed_norms/sweeps/runs/population-japan__condition-private__model-qwen3.5-9b/seed_6003/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-japan__condition-private__model-qwen3.5-9b/seed_6003/run/prompts_and_responses.jsonl.gz
population-japan__condition-private__model-qwen3.5-9b,variation,6004,qwen3.5-9b,japan,private,neutral,default,72,,,,,,,,,observed_norms/sweeps/runs/population-japan__condition-private__model-qwen3.5-9b/seed_6004/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-japan__condition-private__model-qwen3.5-9b/seed_6004/run/prompts_and_responses.jsonl.gz
population-japan__condition-private__model-qwen3.5-9b,variation,6005,qwen3.5-9b,japan,private,neutral,default,72,,,,,,,,,observed_norms/sweeps/runs/population-japan__condition-private__model-qwen3.5-9b/seed_6005/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-japan__condition-private__model-qwen3.5-9b/seed_6005/run/prompts_and_responses.jsonl.gz
population-japan__condition-private__model-qwen3.5-9b,variation,6006,qwen3.5-9b,japan,private,neutral,default,72,,,,,,,,,observed_norms/sweeps/runs/population-japan__condition-private__model-qwen3.5-9b/seed_6006/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-japan__condition-private__model-qwen3.5-9b/seed_6006/run/prompts_and_responses.jsonl.gz
population-japan__condition-observed__model-qwen3.5-9b,variation,6001,qwen3.5-9b,japan,observed,neutral,default,144,0.002415458937198004,0.02777777777777768,0.0,0.007246376811594013,0.0,0.0,0.08333333333333304,0.0,observed_norms/sweeps/runs/population-japan__condition-observed__model-qwen3.5-9b/seed_6001/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-japan__condition-observed__model-qwen3.5-9b/seed_6001/run/prompts_and_responses.jsonl.gz
population-japan__condition-observed__model-qwen3.5-9b,variation,6002,qwen3.5-9b,japan,observed,neutral,default,144,0.08937198067632846,0.02777777777777768,0.0,0.26811594202898537,0.0,0.0,-0.08333333333333304,0.0,observed_norms/sweeps/runs/population-japan__condition-observed__model-qwen3.5-9b/seed_6002/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-japan__condition-observed__model-qwen3.5-9b/seed_6002/run/prompts_and_responses.jsonl.gz
population-japan__condition-observed__model-qwen3.5-9b,variation,6003,qwen3.5-9b,japan,observed,neutral,default,144,0.08937198067632846,0.02777777777777768,0.0,0.26811594202898537,0.0,0.0,-0.08333333333333304,0.0,observed_norms/sweeps/runs/population-japan__condition-observed__model-qwen3.5-9b/seed_6003/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-japan__condition-observed__model-qwen3.5-9b/seed_6003/run/prompts_and_responses.jsonl.gz
population-japan__condition-observed__model-qwen3.5-9b,variation,6004,qwen3.5-9b,japan,observed,neutral,default,144,0.08937198067632846,0.02777777777777768,0.0,0.26811594202898537,0.0,0.0,-0.08333333333333304,0.0,observed_norms/sweeps/runs/population-japan__condition-observed__model-qwen3.5-9b/seed_6004/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-japan__condition-observed__model-qwen3.5-9b/seed_6004/run/prompts_and_responses.jsonl.gz
population-japan__condition-observed__model-qwen3.5-9b,variation,6005,qwen3.5-9b,japan,observed,neutral,default,144,0.0006038647342995566,0.013888888888888987,0.0,0.0018115942028986698,0.0,0.0,0.04166666666666696,0.0,observed_norms/sweeps/runs/population-japan__condition-observed__model-qwen3.5-9b/seed_6005/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-japan__condition-observed__model-qwen3.5-9b/seed_6005/run/prompts_and_responses.jsonl.gz
population-japan__condition-observed__model-qwen3.5-9b,variation,6006,qwen3.5-9b,japan,observed,neutral,default,144,0.08937198067632846,0.02777777777777768,0.0,0.26811594202898537,0.0,0.0,-0.08333333333333304,0.0,observed_norms/sweeps/runs/population-japan__condition-observed__model-qwen3.5-9b/seed_6006/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-japan__condition-observed__model-qwen3.5-9b/seed_6006/run/prompts_and_responses.jsonl.gz
population-mixed__condition-private__model-qwen3.5-9b,variation,6001,qwen3.5-9b,mixed,private,neutral,default,72,,,,,,,,,observed_norms/sweeps/runs/population-mixed__condition-private__model-qwen3.5-9b/seed_6001/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-mixed__condition-private__model-qwen3.5-9b/seed_6001/run/prompts_and_responses.jsonl.gz
population-mixed__condition-private__model-qwen3.5-9b,variation,6002,qwen3.5-9b,mixed,private,neutral,default,72,,,,,,,,,observed_norms/sweeps/runs/population-mixed__condition-private__model-qwen3.5-9b/seed_6002/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-mixed__condition-private__model-qwen3.5-9b/seed_6002/run/prompts_and_responses.jsonl.gz
population-mixed__condition-private__model-qwen3.5-9b,variation,6003,qwen3.5-9b,mixed,private,neutral,default,72,,,,,,,,,observed_norms/sweeps/runs/population-mixed__condition-private__model-qwen3.5-9b/seed_6003/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-mixed__condition-private__model-qwen3.5-9b/seed_6003/run/prompts_and_responses.jsonl.gz
population-mixed__condition-private__model-qwen3.5-9b,variation,6004,qwen3.5-9b,mixed,private,neutral,default,72,,,,,,,,,observed_norms/sweeps/runs/population-mixed__condition-private__model-qwen3.5-9b/seed_6004/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-mixed__condition-private__model-qwen3.5-9b/seed_6004/run/prompts_and_responses.jsonl.gz
population-mixed__condition-private__model-qwen3.5-9b,variation,6005,qwen3.5-9b,mixed,private,neutral,default,72,,,,,,,,,observed_norms/sweeps/runs/population-mixed__condition-private__model-qwen3.5-9b/seed_6005/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-mixed__condition-private__model-qwen3.5-9b/seed_6005/run/prompts_and_responses.jsonl.gz
population-mixed__condition-private__model-qwen3.5-9b,variation,6006,qwen3.5-9b,mixed,private,neutral,default,72,,,,,,,,,observed_norms/sweeps/runs/population-mixed__condition-private__model-qwen3.5-9b/seed_6006/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-mixed__condition-private__model-qwen3.5-9b/seed_6006/run/prompts_and_responses.jsonl.gz
population-mixed__condition-observed__model-qwen3.5-9b,variation,6001,qwen3.5-9b,mixed,observed,neutral,default,144,-0.06763285024154549,0.22222222222222232,0.0,-0.5217391304347814,0.3188405797101449,0.0,-0.5,0.16666666666666696,observed_norms/sweeps/runs/population-mixed__condition-observed__model-qwen3.5-9b/seed_6001/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-mixed__condition-observed__model-qwen3.5-9b/seed_6001/run/prompts_and_responses.jsonl.gz
population-mixed__condition-observed__model-qwen3.5-9b,variation,6002,qwen3.5-9b,mixed,observed,neutral,default,144,-0.3049516908212558,0.3472222222222223,0.0,-1.2336956521739122,0.3188405797101449,0.0,-0.875,0.16666666666666696,observed_norms/sweeps/runs/population-mixed__condition-observed__model-qwen3.5-9b/seed_6002/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-mixed__condition-observed__model-qwen3.5-9b/seed_6002/run/prompts_and_responses.jsonl.gz
population-mixed__condition-observed__model-qwen3.5-9b,variation,6003,qwen3.5-9b,mixed,observed,neutral,default,144,0.7149758454106284,0.22222222222222232,0.0,1.8260869565217401,0.3188405797101449,0.0,-0.5,0.16666666666666696,observed_norms/sweeps/runs/population-mixed__condition-observed__model-qwen3.5-9b/seed_6003/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-mixed__condition-observed__model-qwen3.5-9b/seed_6003/run/prompts_and_responses.jsonl.gz
population-mixed__condition-observed__model-qwen3.5-9b,variation,6004,qwen3.5-9b,mixed,observed,neutral,default,144,0.5791062801932371,0.18055555555555566,0.0,1.4184782608695663,0.3188405797101449,0.0,-0.375,0.16666666666666696,observed_norms/sweeps/runs/population-mixed__condition-observed__model-qwen3.5-9b/seed_6004/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-mixed__condition-observed__model-qwen3.5-9b/seed_6004/run/prompts_and_responses.jsonl.gz
population-mixed__condition-observed__model-qwen3.5-9b,variation,6005,qwen3.5-9b,mixed,observed,neutral,default,144,-0.3049516908212558,0.3472222222222223,0.0,-1.2336956521739122,0.3188405797101449,0.0,-0.875,0.16666666666666696,observed_norms/sweeps/runs/population-mixed__condition-observed__model-qwen3.5-9b/seed_6005/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-mixed__condition-observed__model-qwen3.5-9b/seed_6005/run/prompts_and_responses.jsonl.gz
population-mixed__condition-observed__model-qwen3.5-9b,variation,6006,qwen3.5-9b,mixed,observed,neutral,default,144,-0.3556763285024152,0.3472222222222223,0.0,-1.3858695652173907,0.3188405797101449,0.0,-0.875,0.16666666666666696,observed_norms/sweeps/runs/population-mixed__condition-observed__model-qwen3.5-9b/seed_6006/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-mixed__condition-observed__model-qwen3.5-9b/seed_6006/run/prompts_and_responses.jsonl.gz
population-us__condition-private__model-qwen3.5-4b,variation,6001,qwen3.5-4b,us,private,neutral,default,72,,,,,,,,,observed_norms/sweeps/runs/population-us__condition-private__model-qwen3.5-4b/seed_6001/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-us__condition-private__model-qwen3.5-4b/seed_6001/run/prompts_and_responses.jsonl.gz
population-us__condition-private__model-qwen3.5-4b,variation,6002,qwen3.5-4b,us,private,neutral,default,72,,,,,,,,,observed_norms/sweeps/runs/population-us__condition-private__model-qwen3.5-4b/seed_6002/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-us__condition-private__model-qwen3.5-4b/seed_6002/run/prompts_and_responses.jsonl.gz
population-us__condition-private__model-qwen3.5-4b,variation,6003,qwen3.5-4b,us,private,neutral,default,72,,,,,,,,,observed_norms/sweeps/runs/population-us__condition-private__model-qwen3.5-4b/seed_6003/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-us__condition-private__model-qwen3.5-4b/seed_6003/run/prompts_and_responses.jsonl.gz
population-us__condition-private__model-qwen3.5-4b,variation,6004,qwen3.5-4b,us,private,neutral,default,72,,,,,,,,,observed_norms/sweeps/runs/population-us__condition-private__model-qwen3.5-4b/seed_6004/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-us__condition-private__model-qwen3.5-4b/seed_6004/run/prompts_and_responses.jsonl.gz
population-us__condition-private__model-qwen3.5-4b,variation,6005,qwen3.5-4b,us,private,neutral,default,72,,,,,,,,,observed_norms/sweeps/runs/population-us__condition-private__model-qwen3.5-4b/seed_6005/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-us__condition-private__model-qwen3.5-4b/seed_6005/run/prompts_and_responses.jsonl.gz
population-us__condition-private__model-qwen3.5-4b,variation,6006,qwen3.5-4b,us,private,neutral,default,72,,,,,,,,,observed_norms/sweeps/runs/population-us__condition-private__model-qwen3.5-4b/seed_6006/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-us__condition-private__model-qwen3.5-4b/seed_6006/run/prompts_and_responses.jsonl.gz
population-us__condition-observed__model-qwen3.5-4b,variation,6001,qwen3.5-4b,us,observed,neutral,default,144,0.9317632850241543,0.12500000000000014,0.07971014492753623,2.715579710144927,0.0,0.08333333333333348,-0.29166666666666696,0.0,observed_norms/sweeps/runs/population-us__condition-observed__model-qwen3.5-4b/seed_6001/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-us__condition-observed__model-qwen3.5-4b/seed_6001/run/prompts_and_responses.jsonl.gz
population-us__condition-observed__model-qwen3.5-4b,variation,6002,qwen3.5-4b,us,observed,neutral,default,144,0.9317632850241543,0.12500000000000014,0.07971014492753623,2.715579710144927,0.0,0.08333333333333348,-0.29166666666666696,0.0,observed_norms/sweeps/runs/population-us__condition-observed__model-qwen3.5-4b/seed_6002/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-us__condition-observed__model-qwen3.5-4b/seed_6002/run/prompts_and_responses.jsonl.gz
population-us__condition-observed__model-qwen3.5-4b,variation,6003,qwen3.5-4b,us,observed,neutral,default,144,0.856280193236715,0.13888888888888884,0.041666666666666664,2.5271739130434785,0.0,0.04166666666666652,-0.375,0.0,observed_norms/sweeps/runs/population-us__condition-observed__model-qwen3.5-4b/seed_6003/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-us__condition-observed__model-qwen3.5-4b/seed_6003/run/prompts_and_responses.jsonl.gz
population-us__condition-observed__model-qwen3.5-4b,variation,6004,qwen3.5-4b,us,observed,neutral,default,144,0.8278985507246377,0.1805555555555555,0.07971014492753623,2.403985507246377,0.0,0.08333333333333348,-0.45833333333333304,0.0,observed_norms/sweeps/runs/population-us__condition-observed__model-qwen3.5-4b/seed_6004/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-us__condition-observed__model-qwen3.5-4b/seed_6004/run/prompts_and_responses.jsonl.gz
population-us__condition-observed__model-qwen3.5-4b,variation,6005,qwen3.5-4b,us,observed,neutral,default,144,0.7584541062801932,0.11111111111111116,0.07971014492753623,2.1956521739130435,0.0,0.08333333333333348,-0.25,0.0,observed_norms/sweeps/runs/population-us__condition-observed__model-qwen3.5-4b/seed_6005/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-us__condition-observed__model-qwen3.5-4b/seed_6005/run/prompts_and_responses.jsonl.gz
population-us__condition-observed__model-qwen3.5-4b,variation,6006,qwen3.5-4b,us,observed,neutral,default,144,0.9190821256038645,0.11111111111111116,0.041666666666666664,2.715579710144927,0.0,0.04166666666666652,-0.29166666666666696,0.0,observed_norms/sweeps/runs/population-us__condition-observed__model-qwen3.5-4b/seed_6006/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-us__condition-observed__model-qwen3.5-4b/seed_6006/run/prompts_and_responses.jsonl.gz
population-netherlands__condition-private__model-qwen3.5-4b,variation,6001,qwen3.5-4b,netherlands,private,neutral,default,72,,,,,,,,,observed_norms/sweeps/runs/population-netherlands__condition-private__model-qwen3.5-4b/seed_6001/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-netherlands__condition-private__model-qwen3.5-4b/seed_6001/run/prompts_and_responses.jsonl.gz
population-netherlands__condition-private__model-qwen3.5-4b,variation,6002,qwen3.5-4b,netherlands,private,neutral,default,72,,,,,,,,,observed_norms/sweeps/runs/population-netherlands__condition-private__model-qwen3.5-4b/seed_6002/run/probe_events.jsonl.gz,observed_norms/sweeps/runs/population-netherlands__condition-private__model-qwen3.5-4b/seed_6002/run/prompts_and_responses.jsonl.gz
