metric,point_estimate,pooled_run_mean,median_stratum,sign_consistency,n_strata,n_seed_effects,seeds,hier_ci_low,hier_ci_high,seed_ci_low,seed_ci_high,ci_low,ci_high,direction
open_minus_closed,-0.037080601732545876,-0.03708060173254587,-0.007997904423885878,0.08333333333333333,12,96,7001;7002;7003;7004;7005;7006;7007;7008,-0.07108748052424632,-0.006090646806093908,-0.04396606394593306,-0.03126673320828107,-0.07108748052424632,-0.006090646806093908,signed
absolute_open_closed_change,0.03806489905565814,0.03806489905565814,0.00802447509901838,1.0,12,96,7001;7002;7003;7004;7005;7006;7007;7008,0.007161352149271633,0.07245972032511144,0.03186614661835667,0.04530257851398668,0.007161352149271633,0.07245972032511144,magnitude
