condition_id,kind,seed,model,persona_richness,action_prompt,interaction_pathway,persona_paraphrase,persona_order,model_decisions,executed_posts,extra_posts,multi_action_outputs,max_actions_in_one_output,jaccard_diversity,unique_text_ratio,mean_word_count,duplicate_text_ratio,strict_jaccard_diversity,strict_unique_text_ratio,strict_mean_word_count,strict_duplicate_text_ratio,tar_action_member,tar_prompt_member
persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-4b,grid,7001,qwen3.5-4b,demographic,deliberate,closed,original,original,120,139,19,6,14,0.9221301947421133,0.841726618705036,22.057553956834532,0.15827338129496404,0.914115849546788,0.9083333333333333,23.425,0.09166666666666667,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-4b/seed_7001/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-4b/seed_7001/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-4b,grid,7002,qwen3.5-4b,demographic,deliberate,closed,original,original,120,124,4,4,2,0.911838231351412,0.9112903225806451,27.0,0.08870967741935487,0.9116923879945296,0.9166666666666666,27.058333333333334,0.08333333333333337,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-4b/seed_7002/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-4b/seed_7002/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-4b,grid,7003,qwen3.5-4b,demographic,deliberate,closed,original,original,120,136,16,8,8,0.9231119660669529,0.8602941176470589,21.389705882352942,0.13970588235294112,0.9198240310250188,0.9,22.191666666666666,0.09999999999999998,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-4b/seed_7003/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-4b/seed_7003/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-4b,grid,7004,qwen3.5-4b,demographic,deliberate,closed,original,original,120,121,1,1,2,0.9155495729591774,0.9586776859504132,24.49586776859504,0.04132231404958675,0.9153034483875742,0.9583333333333334,24.45,0.04166666666666663,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-4b/seed_7004/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-4b/seed_7004/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-4b,grid,7005,qwen3.5-4b,demographic,deliberate,closed,original,original,120,122,2,2,2,0.914402561438304,0.9754098360655737,23.84426229508197,0.024590163934426257,0.9151362676152192,0.9833333333333333,23.966666666666665,0.01666666666666672,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-4b/seed_7005/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-4b/seed_7005/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-4b,grid,7006,qwen3.5-4b,demographic,deliberate,closed,original,original,120,128,8,5,4,0.9241157742896831,0.9296875,22.7421875,0.0703125,0.9243066145198091,0.9416666666666667,22.916666666666668,0.05833333333333335,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-4b/seed_7006/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-4b/seed_7006/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-4b,grid,7007,qwen3.5-4b,demographic,deliberate,closed,original,original,120,122,2,1,3,0.9223580604900306,0.9508196721311475,23.311475409836067,0.049180327868852514,0.9209596269944827,0.95,23.291666666666668,0.050000000000000044,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-4b/seed_7007/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-4b/seed_7007/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-4b,grid,7008,qwen3.5-4b,demographic,deliberate,closed,original,original,120,126,6,6,2,0.9227182389930062,0.9047619047619048,25.11904761904762,0.09523809523809523,0.9230042106514247,0.925,25.166666666666668,0.07499999999999996,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-4b/seed_7008/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-4b/seed_7008/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-deliberate__model-gemma-4-31b,grid,7001,gemma-4-31b,demographic,deliberate,closed,original,original,120,120,0,0,1,0.9132400781072916,1.0,22.308333333333334,0.0,0.9132400781072916,1.0,22.308333333333334,0.0,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-gemma-4-31b/seed_7001/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-gemma-4-31b/seed_7001/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-deliberate__model-gemma-4-31b,grid,7002,gemma-4-31b,demographic,deliberate,closed,original,original,120,120,0,0,1,0.9145755435761436,1.0,21.408333333333335,0.0,0.9145755435761436,1.0,21.408333333333335,0.0,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-gemma-4-31b/seed_7002/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-gemma-4-31b/seed_7002/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-deliberate__model-gemma-4-31b,grid,7003,gemma-4-31b,demographic,deliberate,closed,original,original,120,120,0,0,1,0.9101995669133849,1.0,22.808333333333334,0.0,0.9101995669133849,1.0,22.808333333333334,0.0,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-gemma-4-31b/seed_7003/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-gemma-4-31b/seed_7003/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-deliberate__model-gemma-4-31b,grid,7004,gemma-4-31b,demographic,deliberate,closed,original,original,120,120,0,0,1,0.9170841728773822,1.0,22.108333333333334,0.0,0.9170841728773822,1.0,22.108333333333334,0.0,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-gemma-4-31b/seed_7004/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-gemma-4-31b/seed_7004/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-deliberate__model-gemma-4-31b,grid,7005,gemma-4-31b,demographic,deliberate,closed,original,original,120,120,0,0,1,0.9103704659179553,1.0,22.641666666666666,0.0,0.9103704659179553,1.0,22.641666666666666,0.0,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-gemma-4-31b/seed_7005/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-gemma-4-31b/seed_7005/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-deliberate__model-gemma-4-31b,grid,7006,gemma-4-31b,demographic,deliberate,closed,original,original,120,120,0,0,1,0.9108210393101164,1.0,22.725,0.0,0.9108210393101164,1.0,22.725,0.0,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-gemma-4-31b/seed_7006/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-gemma-4-31b/seed_7006/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-deliberate__model-gemma-4-31b,grid,7007,gemma-4-31b,demographic,deliberate,closed,original,original,120,120,0,0,1,0.9170282538318016,1.0,22.266666666666666,0.0,0.9170282538318016,1.0,22.266666666666666,0.0,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-gemma-4-31b/seed_7007/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-gemma-4-31b/seed_7007/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-deliberate__model-gemma-4-31b,grid,7008,gemma-4-31b,demographic,deliberate,closed,original,original,120,120,0,0,1,0.9145273800091397,1.0,22.375,0.0,0.9145273800091397,1.0,22.375,0.0,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-gemma-4-31b/seed_7008/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-gemma-4-31b/seed_7008/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8,grid,7001,qwen3.5-27b-fp8,demographic,reactive,closed,original,original,120,120,0,0,1,0.9116365874028001,0.9833333333333333,30.633333333333333,0.01666666666666672,0.9116365874028001,0.9833333333333333,30.633333333333333,0.01666666666666672,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8/seed_7001/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8/seed_7001/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8,grid,7002,qwen3.5-27b-fp8,demographic,reactive,closed,original,original,120,120,0,0,1,0.9134896544805009,0.9583333333333334,29.775,0.04166666666666663,0.9134896544805009,0.9583333333333334,29.775,0.04166666666666663,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8/seed_7002/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8/seed_7002/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8,grid,7003,qwen3.5-27b-fp8,demographic,reactive,closed,original,original,120,120,0,0,1,0.9064807107503905,1.0,30.141666666666666,0.0,0.9064807107503905,1.0,30.141666666666666,0.0,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8/seed_7003/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8/seed_7003/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8,grid,7004,qwen3.5-27b-fp8,demographic,reactive,closed,original,original,120,120,0,0,1,0.9100632554254713,0.9583333333333334,31.775,0.04166666666666663,0.9100632554254713,0.9583333333333334,31.775,0.04166666666666663,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8/seed_7004/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8/seed_7004/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8,grid,7005,qwen3.5-27b-fp8,demographic,reactive,closed,original,original,120,120,0,0,1,0.9104411769953697,0.9833333333333333,30.391666666666666,0.01666666666666672,0.9104411769953697,0.9833333333333333,30.391666666666666,0.01666666666666672,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8/seed_7005/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8/seed_7005/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8,grid,7006,qwen3.5-27b-fp8,demographic,reactive,closed,original,original,120,121,1,1,2,0.9138707557608886,0.9669421487603306,29.96694214876033,0.03305785123966942,0.9133542718867625,0.9666666666666667,29.95,0.033333333333333326,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8/seed_7006/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8/seed_7006/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8,grid,7007,qwen3.5-27b-fp8,demographic,reactive,closed,original,original,120,120,0,0,1,0.9139276835660782,0.975,30.716666666666665,0.025000000000000022,0.9139276835660782,0.975,30.716666666666665,0.025000000000000022,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8/seed_7007/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8/seed_7007/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8,grid,7008,qwen3.5-27b-fp8,demographic,reactive,closed,original,original,120,120,0,0,1,0.9102478485848123,0.9416666666666667,29.775,0.05833333333333335,0.9102478485848123,0.9416666666666667,29.775,0.05833333333333335,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8/seed_7008/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8/seed_7008/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-reactive__model-qwen3.5-9b,grid,7001,qwen3.5-9b,demographic,reactive,closed,original,original,120,124,4,3,3,0.9033315714487333,0.75,25.693548387096776,0.25,0.9014866110130773,0.7583333333333333,25.833333333333332,0.2416666666666667,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-9b/seed_7001/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-9b/seed_7001/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-reactive__model-qwen3.5-9b,grid,7002,qwen3.5-9b,demographic,reactive,closed,original,original,120,121,1,1,2,0.9105469222357361,0.7933884297520661,23.454545454545453,0.20661157024793386,0.9100435337789939,0.7916666666666666,23.533333333333335,0.20833333333333337,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-9b/seed_7002/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-9b/seed_7002/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-reactive__model-qwen3.5-9b,grid,7003,qwen3.5-9b,demographic,reactive,closed,original,original,120,122,2,2,2,0.9091742700547415,0.7131147540983607,24.885245901639344,0.28688524590163933,0.9095950096919448,0.725,24.933333333333334,0.275,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-9b/seed_7003/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-9b/seed_7003/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-reactive__model-qwen3.5-9b,grid,7004,qwen3.5-9b,demographic,reactive,closed,original,original,120,121,1,1,2,0.9077777753355952,0.71900826446281,24.06611570247934,0.28099173553719003,0.9072793323733441,0.725,24.125,0.275,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-9b/seed_7004/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-9b/seed_7004/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-reactive__model-qwen3.5-9b,grid,7005,qwen3.5-9b,demographic,reactive,closed,original,original,120,124,4,4,2,0.8967239714391516,0.7016129032258065,25.927419354838708,0.2983870967741935,0.8992113615196935,0.725,25.908333333333335,0.275,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-9b/seed_7005/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-9b/seed_7005/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-reactive__model-qwen3.5-9b,grid,7006,qwen3.5-9b,demographic,reactive,closed,original,original,120,121,1,1,2,0.9066828099414748,0.768595041322314,26.289256198347108,0.23140495867768596,0.9063625629638378,0.775,26.15,0.22499999999999998,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-9b/seed_7006/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-9b/seed_7006/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-reactive__model-qwen3.5-9b,grid,7007,qwen3.5-9b,demographic,reactive,closed,original,original,120,121,1,1,2,0.9052141136114699,0.7107438016528925,26.462809917355372,0.2892561983471075,0.905294653803494,0.7166666666666667,26.475,0.2833333333333333,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-9b/seed_7007/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-9b/seed_7007/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-reactive__model-qwen3.5-9b,grid,7008,qwen3.5-9b,demographic,reactive,closed,original,original,120,120,0,0,1,0.9016481045337218,0.675,24.45,0.32499999999999996,0.9016481045337218,0.675,24.45,0.32499999999999996,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-9b/seed_7008/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-9b/seed_7008/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-reactive__model-qwen3.5-4b,grid,7001,qwen3.5-4b,demographic,reactive,closed,original,original,120,122,2,2,2,0.9149671512187044,0.9426229508196722,26.139344262295083,0.05737704918032782,0.9153016082615314,0.95,26.125,0.050000000000000044,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-4b/seed_7001/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-4b/seed_7001/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-reactive__model-qwen3.5-4b,grid,7002,qwen3.5-4b,demographic,reactive,closed,original,original,120,138,18,5,9,0.9182727347453524,0.8768115942028986,25.246376811594203,0.12318840579710144,0.919981674701107,0.925,25.616666666666667,0.07499999999999996,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-4b/seed_7002/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-4b/seed_7002/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-reactive__model-qwen3.5-4b,grid,7003,qwen3.5-4b,demographic,reactive,closed,original,original,120,128,8,6,4,0.9111680507391644,0.9140625,27.4296875,0.0859375,0.9107923518626428,0.9416666666666667,27.516666666666666,0.05833333333333335,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-4b/seed_7003/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-4b/seed_7003/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-reactive__model-qwen3.5-4b,grid,7004,qwen3.5-4b,demographic,reactive,closed,original,original,120,127,7,5,3,0.9176458840471953,0.8582677165354331,23.944881889763778,0.1417322834645669,0.9187744071225846,0.8916666666666667,24.033333333333335,0.10833333333333328,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-4b/seed_7004/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-4b/seed_7004/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-reactive__model-qwen3.5-4b,grid,7005,qwen3.5-4b,demographic,reactive,closed,original,original,120,121,1,1,2,0.9148321279443983,0.9173553719008265,23.702479338842974,0.0826446280991735,0.9147111808329033,0.925,23.75,0.07499999999999996,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-4b/seed_7005/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-4b/seed_7005/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-reactive__model-qwen3.5-4b,grid,7006,qwen3.5-4b,demographic,reactive,closed,original,original,120,127,7,4,5,0.9190139870944326,0.9212598425196851,25.173228346456693,0.07874015748031493,0.9189245440018842,0.9416666666666667,25.308333333333334,0.05833333333333335,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-4b/seed_7006/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-4b/seed_7006/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-reactive__model-qwen3.5-4b,grid,7007,qwen3.5-4b,demographic,reactive,closed,original,original,120,127,7,5,3,0.9086257453933162,0.9212598425196851,27.80314960629921,0.07874015748031493,0.9097720040274966,0.9583333333333334,27.85,0.04166666666666663,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-4b/seed_7007/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-4b/seed_7007/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-reactive__model-qwen3.5-4b,grid,7008,qwen3.5-4b,demographic,reactive,closed,original,original,120,125,5,3,3,0.9198077591991014,0.92,23.208,0.07999999999999996,0.9193624587108656,0.9333333333333333,23.333333333333332,0.06666666666666665,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-4b/seed_7008/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-4b/seed_7008/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-reactive__model-gemma-4-31b,grid,7001,gemma-4-31b,demographic,reactive,closed,original,original,120,120,0,0,1,0.910981812036671,1.0,22.283333333333335,0.0,0.910981812036671,1.0,22.283333333333335,0.0,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-gemma-4-31b/seed_7001/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-gemma-4-31b/seed_7001/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-reactive__model-gemma-4-31b,grid,7002,gemma-4-31b,demographic,reactive,closed,original,original,120,120,0,0,1,0.9105258549590005,1.0,22.083333333333332,0.0,0.9105258549590005,1.0,22.083333333333332,0.0,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-gemma-4-31b/seed_7002/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-gemma-4-31b/seed_7002/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-reactive__model-gemma-4-31b,grid,7003,gemma-4-31b,demographic,reactive,closed,original,original,120,120,0,0,1,0.9133525151624285,1.0,22.975,0.0,0.9133525151624285,1.0,22.975,0.0,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-gemma-4-31b/seed_7003/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-gemma-4-31b/seed_7003/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-reactive__model-gemma-4-31b,grid,7004,gemma-4-31b,demographic,reactive,closed,original,original,120,120,0,0,1,0.9134086211632505,1.0,22.683333333333334,0.0,0.9134086211632505,1.0,22.683333333333334,0.0,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-gemma-4-31b/seed_7004/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-gemma-4-31b/seed_7004/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-reactive__model-gemma-4-31b,grid,7005,gemma-4-31b,demographic,reactive,closed,original,original,120,120,0,0,1,0.910947367218728,1.0,22.875,0.0,0.910947367218728,1.0,22.875,0.0,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-gemma-4-31b/seed_7005/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-gemma-4-31b/seed_7005/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-reactive__model-gemma-4-31b,grid,7006,gemma-4-31b,demographic,reactive,closed,original,original,120,120,0,0,1,0.9147411310680746,1.0,22.7,0.0,0.9147411310680746,1.0,22.7,0.0,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-gemma-4-31b/seed_7006/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-gemma-4-31b/seed_7006/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-reactive__model-gemma-4-31b,grid,7007,gemma-4-31b,demographic,reactive,closed,original,original,120,120,0,0,1,0.9121006999530938,1.0,22.025,0.0,0.9121006999530938,1.0,22.025,0.0,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-gemma-4-31b/seed_7007/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-gemma-4-31b/seed_7007/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-reactive__model-gemma-4-31b,grid,7008,gemma-4-31b,demographic,reactive,closed,original,original,120,120,0,0,1,0.9086512457619262,1.0,23.491666666666667,0.0,0.9086512457619262,1.0,23.491666666666667,0.0,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-gemma-4-31b/seed_7008/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-gemma-4-31b/seed_7008/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-engagement-max__model-qwen3.5-27b-fp8,grid,7001,qwen3.5-27b-fp8,demographic,engagement-max,closed,original,original,120,120,0,0,1,0.9143252448338569,0.9666666666666667,29.358333333333334,0.033333333333333326,0.9143252448338569,0.9666666666666667,29.358333333333334,0.033333333333333326,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-engagement-max__model-qwen3.5-27b-fp8/seed_7001/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-engagement-max__model-qwen3.5-27b-fp8/seed_7001/run/prompts_and_responses.jsonl.gz
persona_richness-demographic__action_prompt-engagement-max__model-qwen3.5-27b-fp8,grid,7002,qwen3.5-27b-fp8,demographic,engagement-max,closed,original,original,120,120,0,0,1,0.9111775738176765,0.9833333333333333,30.533333333333335,0.01666666666666672,0.9111775738176765,0.9833333333333333,30.533333333333335,0.01666666666666672,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-engagement-max__model-qwen3.5-27b-fp8/seed_7002/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-engagement-max__model-qwen3.5-27b-fp8/seed_7002/run/prompts_and_responses.jsonl.gz
