condition_id,kind,seed,model,persona_richness,action_prompt,interaction_pathway,persona_paraphrase,persona_order,model_decisions,executed_posts,extra_posts,multi_action_outputs,max_actions_in_one_output,jaccard_diversity,unique_text_ratio,mean_word_count,duplicate_text_ratio,strict_jaccard_diversity,strict_unique_text_ratio,strict_mean_word_count,strict_duplicate_text_ratio,tar_action_member,tar_prompt_member
persona_richness-full-bio__action_prompt-reactive__model-qwen3.5-4b,grid,7003,qwen3.5-4b,full-bio,reactive,closed,original,original,120,151,31,3,16,0.925198567043249,0.8609271523178808,39.00662251655629,0.13907284768211925,0.9274977349656388,0.95,40.425,0.050000000000000044,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-reactive__model-qwen3.5-4b/seed_7003/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-reactive__model-qwen3.5-4b/seed_7003/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-reactive__model-qwen3.5-4b,grid,7004,qwen3.5-4b,full-bio,reactive,closed,original,original,120,122,2,2,2,0.9277833685351508,0.9262295081967213,37.91803278688525,0.07377049180327866,0.9282908522320757,0.9416666666666667,37.95,0.05833333333333335,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-reactive__model-qwen3.5-4b/seed_7004/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-reactive__model-qwen3.5-4b/seed_7004/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-reactive__model-qwen3.5-4b,grid,7005,qwen3.5-4b,full-bio,reactive,closed,original,original,120,122,2,1,3,0.9218966385574675,0.9344262295081968,40.58196721311475,0.06557377049180324,0.9226711494358508,0.95,40.74166666666667,0.050000000000000044,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-reactive__model-qwen3.5-4b/seed_7005/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-reactive__model-qwen3.5-4b/seed_7005/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-reactive__model-qwen3.5-4b,grid,7006,qwen3.5-4b,full-bio,reactive,closed,original,original,120,123,3,2,3,0.9287244736322179,0.967479674796748,39.739837398373986,0.03252032520325199,0.9288369964528701,0.9666666666666667,39.975,0.033333333333333326,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-reactive__model-qwen3.5-4b/seed_7006/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-reactive__model-qwen3.5-4b/seed_7006/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-reactive__model-qwen3.5-4b,grid,7007,qwen3.5-4b,full-bio,reactive,closed,original,original,120,120,0,0,1,0.9255348017468998,0.9583333333333334,42.25833333333333,0.04166666666666663,0.9255348017468998,0.9583333333333334,42.25833333333333,0.04166666666666663,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-reactive__model-qwen3.5-4b/seed_7007/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-reactive__model-qwen3.5-4b/seed_7007/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-reactive__model-qwen3.5-4b,grid,7008,qwen3.5-4b,full-bio,reactive,closed,original,original,120,120,0,0,1,0.9218254916297348,0.95,39.175,0.050000000000000044,0.9218254916297348,0.95,39.175,0.050000000000000044,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-reactive__model-qwen3.5-4b/seed_7008/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-reactive__model-qwen3.5-4b/seed_7008/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-reactive__model-gemma-4-31b,grid,7001,gemma-4-31b,full-bio,reactive,closed,original,original,120,120,0,0,1,0.9089270140843598,1.0,36.375,0.0,0.9089270140843598,1.0,36.375,0.0,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-reactive__model-gemma-4-31b/seed_7001/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-reactive__model-gemma-4-31b/seed_7001/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-reactive__model-gemma-4-31b,grid,7002,gemma-4-31b,full-bio,reactive,closed,original,original,120,120,0,0,1,0.9095315862560883,1.0,36.00833333333333,0.0,0.9095315862560883,1.0,36.00833333333333,0.0,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-reactive__model-gemma-4-31b/seed_7002/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-reactive__model-gemma-4-31b/seed_7002/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-reactive__model-gemma-4-31b,grid,7003,gemma-4-31b,full-bio,reactive,closed,original,original,120,120,0,0,1,0.9061499118500002,1.0,37.208333333333336,0.0,0.9061499118500002,1.0,37.208333333333336,0.0,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-reactive__model-gemma-4-31b/seed_7003/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-reactive__model-gemma-4-31b/seed_7003/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-reactive__model-gemma-4-31b,grid,7004,gemma-4-31b,full-bio,reactive,closed,original,original,120,120,0,0,1,0.9094358194060308,1.0,36.675,0.0,0.9094358194060308,1.0,36.675,0.0,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-reactive__model-gemma-4-31b/seed_7004/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-reactive__model-gemma-4-31b/seed_7004/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-reactive__model-gemma-4-31b,grid,7005,gemma-4-31b,full-bio,reactive,closed,original,original,120,120,0,0,1,0.906839100218754,1.0,36.21666666666667,0.0,0.906839100218754,1.0,36.21666666666667,0.0,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-reactive__model-gemma-4-31b/seed_7005/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-reactive__model-gemma-4-31b/seed_7005/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-reactive__model-gemma-4-31b,grid,7006,gemma-4-31b,full-bio,reactive,closed,original,original,120,120,0,0,1,0.9093098891125498,1.0,35.96666666666667,0.0,0.9093098891125498,1.0,35.96666666666667,0.0,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-reactive__model-gemma-4-31b/seed_7006/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-reactive__model-gemma-4-31b/seed_7006/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-reactive__model-gemma-4-31b,grid,7007,gemma-4-31b,full-bio,reactive,closed,original,original,120,120,0,0,1,0.9083851690282237,1.0,35.90833333333333,0.0,0.9083851690282237,1.0,35.90833333333333,0.0,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-reactive__model-gemma-4-31b/seed_7007/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-reactive__model-gemma-4-31b/seed_7007/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-reactive__model-gemma-4-31b,grid,7008,gemma-4-31b,full-bio,reactive,closed,original,original,120,120,0,0,1,0.911503159161627,1.0,36.71666666666667,0.0,0.911503159161627,1.0,36.71666666666667,0.0,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-reactive__model-gemma-4-31b/seed_7008/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-reactive__model-gemma-4-31b/seed_7008/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-27b-fp8,grid,7001,qwen3.5-27b-fp8,full-bio,engagement-max,closed,original,original,120,120,0,0,1,0.9166840379831388,1.0,46.28333333333333,0.0,0.9166840379831388,1.0,46.28333333333333,0.0,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-27b-fp8/seed_7001/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-27b-fp8/seed_7001/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-27b-fp8,grid,7002,qwen3.5-27b-fp8,full-bio,engagement-max,closed,original,original,120,120,0,0,1,0.9173130195357043,0.975,47.74166666666667,0.025000000000000022,0.9173130195357043,0.975,47.74166666666667,0.025000000000000022,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-27b-fp8/seed_7002/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-27b-fp8/seed_7002/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-27b-fp8,grid,7003,qwen3.5-27b-fp8,full-bio,engagement-max,closed,original,original,120,120,0,0,1,0.9175247250284678,0.975,49.141666666666666,0.025000000000000022,0.9175247250284678,0.975,49.141666666666666,0.025000000000000022,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-27b-fp8/seed_7003/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-27b-fp8/seed_7003/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-27b-fp8,grid,7004,qwen3.5-27b-fp8,full-bio,engagement-max,closed,original,original,120,120,0,0,1,0.9186879315073753,1.0,45.333333333333336,0.0,0.9186879315073753,1.0,45.333333333333336,0.0,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-27b-fp8/seed_7004/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-27b-fp8/seed_7004/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-27b-fp8,grid,7005,qwen3.5-27b-fp8,full-bio,engagement-max,closed,original,original,120,120,0,0,1,0.9162888232589942,0.9833333333333333,48.95,0.01666666666666672,0.9162888232589942,0.9833333333333333,48.95,0.01666666666666672,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-27b-fp8/seed_7005/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-27b-fp8/seed_7005/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-27b-fp8,grid,7006,qwen3.5-27b-fp8,full-bio,engagement-max,closed,original,original,120,120,0,0,1,0.9204424743956234,1.0,48.225,0.0,0.9204424743956234,1.0,48.225,0.0,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-27b-fp8/seed_7006/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-27b-fp8/seed_7006/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-27b-fp8,grid,7007,qwen3.5-27b-fp8,full-bio,engagement-max,closed,original,original,120,120,0,0,1,0.9177589597010444,0.9583333333333334,49.608333333333334,0.04166666666666663,0.9177589597010444,0.9583333333333334,49.608333333333334,0.04166666666666663,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-27b-fp8/seed_7007/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-27b-fp8/seed_7007/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-27b-fp8,grid,7008,qwen3.5-27b-fp8,full-bio,engagement-max,closed,original,original,120,120,0,0,1,0.9160074958754371,1.0,48.7,0.0,0.9160074958754371,1.0,48.7,0.0,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-27b-fp8/seed_7008/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-27b-fp8/seed_7008/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-9b,grid,7001,qwen3.5-9b,full-bio,engagement-max,closed,original,original,120,123,3,3,2,0.9075312141925689,0.7642276422764228,45.1869918699187,0.2357723577235772,0.9076311803938462,0.7833333333333333,45.15,0.21666666666666667,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-9b/seed_7001/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-9b/seed_7001/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-9b,grid,7002,qwen3.5-9b,full-bio,engagement-max,closed,original,original,120,128,8,5,3,0.910594753923832,0.6953125,42.6484375,0.3046875,0.9112905344528929,0.7416666666666667,42.775,0.2583333333333333,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-9b/seed_7002/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-9b/seed_7002/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-9b,grid,7003,qwen3.5-9b,full-bio,engagement-max,closed,original,original,120,123,3,2,3,0.9062322746397354,0.7886178861788617,45.86178861788618,0.21138211382113825,0.9060831780310579,0.8,45.96666666666667,0.19999999999999996,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-9b/seed_7003/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-9b/seed_7003/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-9b,grid,7004,qwen3.5-9b,full-bio,engagement-max,closed,original,original,120,135,15,9,4,0.9081626030973899,0.7037037037037037,43.65925925925926,0.2962962962962963,0.9070001110241876,0.7666666666666667,43.90833333333333,0.23333333333333328,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-9b/seed_7004/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-9b/seed_7004/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-9b,grid,7005,qwen3.5-9b,full-bio,engagement-max,closed,original,original,120,124,4,2,3,0.9087254750587427,0.7016129032258065,46.13709677419355,0.2983870967741935,0.9091041942693233,0.725,45.86666666666667,0.275,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-9b/seed_7005/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-9b/seed_7005/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-9b,grid,7006,qwen3.5-9b,full-bio,engagement-max,closed,original,original,120,125,5,4,3,0.9082819867366223,0.72,43.76,0.28,0.9081874481957204,0.75,43.80833333333333,0.25,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-9b/seed_7006/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-9b/seed_7006/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-9b,grid,7007,qwen3.5-9b,full-bio,engagement-max,closed,original,original,120,127,7,4,3,0.9171700700102997,0.7952755905511811,41.30708661417323,0.20472440944881887,0.9171379606291287,0.825,41.025,0.17500000000000004,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-9b/seed_7007/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-9b/seed_7007/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-9b,grid,7008,qwen3.5-9b,full-bio,engagement-max,closed,original,original,120,123,3,3,2,0.9070462319585927,0.8211382113821138,44.8780487804878,0.17886178861788615,0.9075402093793129,0.8416666666666667,44.916666666666664,0.15833333333333333,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-9b/seed_7008/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-9b/seed_7008/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-4b,grid,7001,qwen3.5-4b,full-bio,engagement-max,closed,original,original,120,120,0,0,1,0.9272334030786389,0.9416666666666667,40.458333333333336,0.05833333333333335,0.9272334030786389,0.9416666666666667,40.458333333333336,0.05833333333333335,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-4b/seed_7001/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-4b/seed_7001/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-4b,grid,7002,qwen3.5-4b,full-bio,engagement-max,closed,original,original,120,120,0,0,1,0.9245818482732256,0.9666666666666667,39.94166666666667,0.033333333333333326,0.9245818482732256,0.9666666666666667,39.94166666666667,0.033333333333333326,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-4b/seed_7002/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-4b/seed_7002/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-4b,grid,7003,qwen3.5-4b,full-bio,engagement-max,closed,original,original,120,124,4,3,3,0.9305885388181707,0.9435483870967742,38.62096774193548,0.056451612903225756,0.9309035109973375,0.95,38.59166666666667,0.050000000000000044,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-4b/seed_7003/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-4b/seed_7003/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-4b,grid,7004,qwen3.5-4b,full-bio,engagement-max,closed,original,original,120,120,0,0,1,0.9254158865749357,0.95,42.083333333333336,0.050000000000000044,0.9254158865749357,0.95,42.083333333333336,0.050000000000000044,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-4b/seed_7004/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-4b/seed_7004/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-4b,grid,7005,qwen3.5-4b,full-bio,engagement-max,closed,original,original,120,124,4,3,3,0.9238697438692022,0.9596774193548387,40.483870967741936,0.040322580645161255,0.9237586065962475,0.9666666666666667,40.85,0.033333333333333326,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-4b/seed_7005/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-4b/seed_7005/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-4b,grid,7006,qwen3.5-4b,full-bio,engagement-max,closed,original,original,120,123,3,3,2,0.9283015440993789,0.967479674796748,39.39837398373984,0.03252032520325199,0.9275339022723795,0.9666666666666667,39.708333333333336,0.033333333333333326,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-4b/seed_7006/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-4b/seed_7006/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-4b,grid,7007,qwen3.5-4b,full-bio,engagement-max,closed,original,original,120,120,0,0,1,0.9261784300388751,0.9583333333333334,39.175,0.04166666666666663,0.9261784300388751,0.9583333333333334,39.175,0.04166666666666663,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-4b/seed_7007/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-4b/seed_7007/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-4b,grid,7008,qwen3.5-4b,full-bio,engagement-max,closed,original,original,120,128,8,2,5,0.9267142835275252,0.9609375,40.125,0.0390625,0.9271322120973244,0.9833333333333333,40.525,0.01666666666666672,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-4b/seed_7008/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-4b/seed_7008/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-engagement-max__model-gemma-4-31b,grid,7001,gemma-4-31b,full-bio,engagement-max,closed,original,original,120,120,0,0,1,0.9123531503649462,1.0,35.791666666666664,0.0,0.9123531503649462,1.0,35.791666666666664,0.0,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-gemma-4-31b/seed_7001/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-gemma-4-31b/seed_7001/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-engagement-max__model-gemma-4-31b,grid,7002,gemma-4-31b,full-bio,engagement-max,closed,original,original,120,120,0,0,1,0.9078510755274288,1.0,35.95,0.0,0.9078510755274288,1.0,35.95,0.0,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-gemma-4-31b/seed_7002/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-gemma-4-31b/seed_7002/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-engagement-max__model-gemma-4-31b,grid,7003,gemma-4-31b,full-bio,engagement-max,closed,original,original,120,120,0,0,1,0.905827063617795,1.0,36.516666666666666,0.0,0.905827063617795,1.0,36.516666666666666,0.0,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-gemma-4-31b/seed_7003/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-gemma-4-31b/seed_7003/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-engagement-max__model-gemma-4-31b,grid,7004,gemma-4-31b,full-bio,engagement-max,closed,original,original,120,120,0,0,1,0.9086603275996978,1.0,36.541666666666664,0.0,0.9086603275996978,1.0,36.541666666666664,0.0,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-gemma-4-31b/seed_7004/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-gemma-4-31b/seed_7004/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-engagement-max__model-gemma-4-31b,grid,7005,gemma-4-31b,full-bio,engagement-max,closed,original,original,120,120,0,0,1,0.9063508045075699,1.0,35.68333333333333,0.0,0.9063508045075699,1.0,35.68333333333333,0.0,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-gemma-4-31b/seed_7005/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-gemma-4-31b/seed_7005/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-engagement-max__model-gemma-4-31b,grid,7006,gemma-4-31b,full-bio,engagement-max,closed,original,original,120,120,0,0,1,0.9091234617981655,1.0,36.63333333333333,0.0,0.9091234617981655,1.0,36.63333333333333,0.0,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-gemma-4-31b/seed_7006/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-gemma-4-31b/seed_7006/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-engagement-max__model-gemma-4-31b,grid,7007,gemma-4-31b,full-bio,engagement-max,closed,original,original,120,120,0,0,1,0.9102968443040959,1.0,36.46666666666667,0.0,0.9102968443040959,1.0,36.46666666666667,0.0,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-gemma-4-31b/seed_7007/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-gemma-4-31b/seed_7007/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-engagement-max__model-gemma-4-31b,grid,7008,gemma-4-31b,full-bio,engagement-max,closed,original,original,120,120,0,0,1,0.9051153565273105,1.0,36.458333333333336,0.0,0.9051153565273105,1.0,36.458333333333336,0.0,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-gemma-4-31b/seed_7008/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-gemma-4-31b/seed_7008/run/prompts_and_responses.jsonl.gz
persona_richness-sociopsychological__action_prompt-deliberate__model-qwen3.5-27b-fp8,grid,7001,qwen3.5-27b-fp8,sociopsychological,deliberate,closed,original,original,120,120,0,0,1,0.9024613749716693,1.0,49.575,0.0,0.9024613749716693,1.0,49.575,0.0,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-deliberate__model-qwen3.5-27b-fp8/seed_7001/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-deliberate__model-qwen3.5-27b-fp8/seed_7001/run/prompts_and_responses.jsonl.gz
persona_richness-sociopsychological__action_prompt-deliberate__model-qwen3.5-27b-fp8,grid,7002,qwen3.5-27b-fp8,sociopsychological,deliberate,closed,original,original,120,120,0,0,1,0.9031302999222772,1.0,50.99166666666667,0.0,0.9031302999222772,1.0,50.99166666666667,0.0,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-deliberate__model-qwen3.5-27b-fp8/seed_7002/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-deliberate__model-qwen3.5-27b-fp8/seed_7002/run/prompts_and_responses.jsonl.gz
persona_richness-sociopsychological__action_prompt-deliberate__model-qwen3.5-27b-fp8,grid,7003,qwen3.5-27b-fp8,sociopsychological,deliberate,closed,original,original,120,120,0,0,1,0.9112884423913502,0.9916666666666667,47.708333333333336,0.008333333333333304,0.9112884423913502,0.9916666666666667,47.708333333333336,0.008333333333333304,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-deliberate__model-qwen3.5-27b-fp8/seed_7003/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-deliberate__model-qwen3.5-27b-fp8/seed_7003/run/prompts_and_responses.jsonl.gz
