claim_id,official_parent,short_label,point_estimate_executed,pooled_run_mean_executed,median_stratum_executed,sign_consistency_executed,n_strata_executed,n_seed_effects_executed,seeds_executed,hier_ci_low_executed,hier_ci_high_executed,seed_ci_low_executed,seed_ci_high_executed,ci_low_executed,ci_high_executed,target_verdict_executed,cross_design_status_executed,identifiable_nondefault_levels_executed,point_estimate_strict,pooled_run_mean_strict,median_stratum_strict,sign_consistency_strict,n_strata_strict,n_seed_effects_strict,seeds_strict,hier_ci_low_strict,hier_ci_high_strict,seed_ci_low_strict,seed_ci_high_strict,ci_low_strict,ci_high_strict,target_verdict_strict,cross_design_status_strict,identifiable_nondefault_levels_strict,execution_shift,target_verdict_changed
E1a,h1_persona_bottleneck,demographic exceeds generic diversity,0.08069393295338106,0.08069393295338105,0.08532124361904156,1.0,15,120,7001;7002;7003;7004;7005;7006;7007;7008,0.04965089316156725,0.11182952465350773,0.07582372404605753,0.08585441274174375,0.04965089316156725,0.11182952465350773,supported,not_identifiable,0,0.08395057962355583,0.08395057962355584,0.0896420466470436,1.0,15,120,7001;7002;7003;7004;7005;7006;7007;7008,0.05119441285260016,0.1167435868916685,0.07895918205643877,0.08984795186978821,0.05119441285260016,0.1167435868916685,supported,not_identifiable,0,-0.003256646670174765,False
E1b,h1_persona_bottleneck,full biography exceeds demographic diversity,0.004221937422141975,0.004221937422141975,0.005175877269754339,0.8,15,120,7001;7002;7003;7004;7005;7006;7007;7008,0.0017687822258919716,0.0065771894276583,0.0035294388335407384,0.005068482386604559,0.0017687822258919716,0.0065771894276583,supported,not_identifiable,0,0.0044110238071165915,0.0044110238071165915,0.0059405769793132585,0.8,15,120,7001;7002;7003;7004;7005;7006;7007;7008,0.0019271297686487474,0.006703072793306954,0.003786585229687661,0.005001974661207342,0.0019271297686487474,0.006703072793306954,supported,not_identifiable,0,-0.0001890863849746162,False
E1c,h1_persona_bottleneck,sociopsychological exceeds full-biography diversity,-0.012344430432622634,-0.012344430432622632,-0.013475250428877941,0.0,15,120,7001;7002;7003;7004;7005;7006;7007;7008,-0.015065124940098887,-0.009578319500056703,-0.013272129614533562,-0.01148542594501587,-0.015065124940098887,-0.009578319500056703,contradicted,not_identifiable,0,-0.0124179699361315,-0.0124179699361315,-0.013614094665804141,0.0,15,120,7001;7002;7003;7004;7005;7006;7007;7008,-0.01511427693155283,-0.009654451975122519,-0.01332615119455679,-0.011560548304466343,-0.01511427693155283,-0.009654451975122519,contradicted,not_identifiable,0,7.353950350886575e-05,False
E3a,h3_model_monoculture,4B diversity is at least 9B diversity,-0.0040548518807412845,-0.0040548518807412845,0.013528671417627085,0.75,12,96,7001;7002;7003;7004;7005;7006;7007;7008,-0.02354368400374532,0.014001607887247568,-0.008400220401951633,-0.00017965449827874835,-0.02354368400374532,0.014001607887247568,mixed_or_inconclusive,not_identifiable,0,-0.006004541305918966,-0.006004541305918965,0.013629492438064272,0.75,12,96,7001;7002;7003;7004;7005;7006;7007;7008,-0.026915561787323614,0.013685636700559136,-0.00941592315798943,-0.0029453879821028754,-0.026915561787323614,0.013685636700559136,mixed_or_inconclusive,not_identifiable,0,0.0019496894251776814,False
E3b,h3_model_monoculture,9B diversity is at least 27B diversity,-0.025934191922949323,-0.025934191922949323,-0.00803889731014136,0.0,12,96,7001;7002;7003;7004;7005;7006;7007;7008,-0.04583730319629219,-0.007363574737947106,-0.028762055623747135,-0.023324273060367176,-0.04583730319629219,-0.007363574737947106,contradicted,not_identifiable,0,-0.026810423982162292,-0.026810423982162292,-0.007430539931935057,0.0,12,96,7001;7002;7003;7004;7005;7006;7007;7008,-0.047705255135657855,-0.006957336387166984,-0.029462762433241693,-0.02439510430283585,-0.047705255135657855,-0.006957336387166984,contradicted,not_identifiable,0,0.000876232059212969,False
