condition_id,kind,seed,exposure_rule,graph_file,memory_architecture,model,topic,topic_paraphrase,persona_content,prompt_paraphrase,strict_probe_outputs,missing_probe_outputs,probe_calls,complete_probe_trajectory,initial_edge_alignment,final_edge_alignment,edge_alignment_gain,initial_opinion_variance,final_opinion_variance,opinion_variance_change,opinion_volatility,mean_absolute_opinion_shift,credulous_mean_shift,skeptical_mean_shift,credulity_shift_gap,prompt_records,tool_call_decisions,memory_or_probe_prompt_records,generated_nonterminal_actions,executed_nonterminal_actions,unexecuted_generated_calls,unexpected_event_calls,exact_action_sequence_match,unexecuted_call_labels_json,unexpected_event_labels_json,generated_overshoot_turns,generated_calls_above_cap,executed_overshoot_turns,executed_events_above_cap,maximum_generated_calls_in_agent_episode,maximum_executed_events_in_agent_episode,tar_action_member,tar_probe_member,tar_prompt_member
exposure_rule-recsys__graph_file-scale-free__model-qwen3.5-9b,variation,4002,recsys,scale-free,window,qwen3.5-9b,euthanasia,original,default,default,448,0,448,True,0.58203125,0.57421875,-0.0078125,1.935483870967742,1.9022177419354838,-0.03326612903225823,0.060267857142857144,0.03125,0.0625,0.0,0.0625,1392,944,448,2338,2338,0,0,True,{},{},269,948,269,948,123,123,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__model-qwen3.5-9b/seed_4002/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__model-qwen3.5-9b/seed_4002/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__model-qwen3.5-9b/seed_4002/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys__graph_file-scale-free__model-qwen3.5-9b,variation,4003,recsys,scale-free,window,qwen3.5-9b,euthanasia,original,default,default,446,2,448,False,,,,1.935483870967742,,,,,,,,1370,924,446,2527,2527,0,0,True,{},{},283,1135,283,1135,54,54,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__model-qwen3.5-9b/seed_4003/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__model-qwen3.5-9b/seed_4003/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__model-qwen3.5-9b/seed_4003/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys__graph_file-scale-free__model-qwen3.5-9b,variation,4004,recsys,scale-free,window,qwen3.5-9b,euthanasia,original,default,default,448,0,448,True,0.58203125,0.5703125,-0.01171875,1.935483870967742,1.7903225806451613,-0.14516129032258074,0.04017857142857143,0.125,0.125,0.125,0.0,1377,929,448,2227,2226,1,0,False,"{""reply"": 1}",{},286,817,286,817,22,22,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__model-qwen3.5-9b/seed_4004/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__model-qwen3.5-9b/seed_4004/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__model-qwen3.5-9b/seed_4004/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys__graph_file-scale-free__model-qwen3.5-9b,variation,4005,recsys,scale-free,window,qwen3.5-9b,euthanasia,original,default,default,448,0,448,True,0.58203125,0.55859375,-0.0234375,1.935483870967742,1.8296370967741935,-0.10584677419354849,0.05133928571428571,0.09375,0.0625,0.125,-0.0625,1381,933,448,2471,2471,0,0,True,{},{},289,1069,289,1069,102,102,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__model-qwen3.5-9b/seed_4005/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__model-qwen3.5-9b/seed_4005/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__model-qwen3.5-9b/seed_4005/run/prompts_and_responses.jsonl.gz
exposure_rule-chrono__graph_file-scale-free__model-qwen3.5-4b,variation,4001,chrono,scale-free,window,qwen3.5-4b,euthanasia,original,default,default,448,0,448,True,0.58203125,0.578125,-0.00390625,1.935483870967742,1.9022177419354838,-0.03326612903225823,0.011160714285714286,0.03125,0.0625,0.0,0.0625,1804,1356,448,1492,1489,3,0,False,"{""reply"": 3}",{},71,73,69,71,6,6,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__model-qwen3.5-4b/seed_4001/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__model-qwen3.5-4b/seed_4001/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__model-qwen3.5-4b/seed_4001/run/prompts_and_responses.jsonl.gz
exposure_rule-chrono__graph_file-scale-free__model-qwen3.5-4b,variation,4002,chrono,scale-free,window,qwen3.5-4b,euthanasia,original,default,default,448,0,448,True,0.58203125,0.57421875,-0.0078125,1.935483870967742,1.9022177419354838,-0.03326612903225823,0.029017857142857144,0.03125,0.0,0.0625,-0.0625,1824,1376,448,1499,1498,1,0,False,"{""reply"": 1}",{},64,70,63,69,5,5,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__model-qwen3.5-4b/seed_4002/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__model-qwen3.5-4b/seed_4002/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__model-qwen3.5-4b/seed_4002/run/prompts_and_responses.jsonl.gz
exposure_rule-chrono__graph_file-scale-free__model-qwen3.5-4b,variation,4003,chrono,scale-free,window,qwen3.5-4b,euthanasia,original,default,default,448,0,448,True,0.58203125,0.60546875,0.0234375,1.935483870967742,1.7651209677419355,-0.1703629032258065,0.04241071428571429,0.09375,0.0,0.1875,-0.1875,1817,1369,448,1498,1497,1,0,False,"{""reply"": 1}",{},73,80,73,80,6,6,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__model-qwen3.5-4b/seed_4003/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__model-qwen3.5-4b/seed_4003/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__model-qwen3.5-4b/seed_4003/run/prompts_and_responses.jsonl.gz
exposure_rule-chrono__graph_file-scale-free__model-qwen3.5-4b,variation,4004,chrono,scale-free,window,qwen3.5-4b,euthanasia,original,default,default,448,0,448,True,0.58203125,0.58203125,0.0,1.935483870967742,1.935483870967742,0.0,0.049107142857142856,0.0,0.0,0.0,0.0,1817,1369,448,1501,1499,2,0,False,"{""reply"": 2}",{},67,68,65,66,5,5,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__model-qwen3.5-4b/seed_4004/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__model-qwen3.5-4b/seed_4004/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__model-qwen3.5-4b/seed_4004/run/prompts_and_responses.jsonl.gz
exposure_rule-chrono__graph_file-scale-free__model-qwen3.5-4b,variation,4005,chrono,scale-free,window,qwen3.5-4b,euthanasia,original,default,default,448,0,448,True,0.58203125,0.58984375,0.0078125,1.935483870967742,1.7731854838709677,-0.16229838709677424,0.033482142857142856,0.09375,0.0,0.1875,-0.1875,1779,1331,448,1518,1518,0,0,True,{},{},87,93,87,93,6,6,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__model-qwen3.5-4b/seed_4005/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__model-qwen3.5-4b/seed_4005/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__model-qwen3.5-4b/seed_4005/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-sim__graph_file-scale-free__model-qwen3.5-4b,variation,4001,stance-sim,scale-free,window,qwen3.5-4b,euthanasia,original,default,default,448,0,448,True,0.58203125,0.58203125,0.0,1.935483870967742,2.03125,0.09576612903225801,0.03794642857142857,0.03125,0.0625,0.0,0.0625,1555,1107,448,1427,1426,1,0,False,"{""reply"": 1}",{},95,136,95,136,20,20,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__model-qwen3.5-4b/seed_4001/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__model-qwen3.5-4b/seed_4001/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__model-qwen3.5-4b/seed_4001/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-sim__graph_file-scale-free__model-qwen3.5-4b,variation,4002,stance-sim,scale-free,window,qwen3.5-4b,euthanasia,original,default,default,448,0,448,True,0.58203125,0.59765625,0.015625,1.935483870967742,1.6129032258064515,-0.3225806451612905,0.05357142857142857,0.25,0.375,0.125,0.25,1548,1100,448,1364,1363,1,0,False,"{""reply"": 1}",{},79,103,78,102,15,15,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__model-qwen3.5-4b/seed_4002/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__model-qwen3.5-4b/seed_4002/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__model-qwen3.5-4b/seed_4002/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-sim__graph_file-scale-free__model-qwen3.5-4b,variation,4003,stance-sim,scale-free,window,qwen3.5-4b,euthanasia,original,default,default,448,0,448,True,0.58203125,0.58203125,0.0,1.935483870967742,1.935483870967742,0.0,0.04017857142857143,0.0,0.0,0.0,0.0,1594,1146,448,1450,1449,1,0,False,"{""reply"": 1}",{},88,124,88,124,11,11,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__model-qwen3.5-4b/seed_4003/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__model-qwen3.5-4b/seed_4003/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__model-qwen3.5-4b/seed_4003/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-sim__graph_file-scale-free__model-qwen3.5-4b,variation,4004,stance-sim,scale-free,window,qwen3.5-4b,euthanasia,original,default,default,448,0,448,True,0.58203125,0.61328125,0.03125,1.935483870967742,1.9193548387096775,-0.016129032258064502,0.06696428571428571,0.125,0.0,0.25,-0.25,1561,1113,448,1406,1406,0,0,True,{},{},86,110,86,110,11,11,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__model-qwen3.5-4b/seed_4004/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__model-qwen3.5-4b/seed_4004/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__model-qwen3.5-4b/seed_4004/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-sim__graph_file-scale-free__model-qwen3.5-4b,variation,4005,stance-sim,scale-free,window,qwen3.5-4b,euthanasia,original,default,default,448,0,448,True,0.58203125,0.60546875,0.0234375,1.935483870967742,1.8941532258064515,-0.04133064516129048,0.06919642857142858,0.15625,0.0625,0.25,-0.1875,1544,1096,448,1365,1364,1,0,False,"{""reply"": 1}",{},78,88,77,87,8,8,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__model-qwen3.5-4b/seed_4005/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__model-qwen3.5-4b/seed_4005/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__model-qwen3.5-4b/seed_4005/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys__graph_file-scale-free__model-qwen3.5-4b,variation,4001,recsys,scale-free,window,qwen3.5-4b,euthanasia,original,default,default,448,0,448,True,0.58203125,0.58203125,0.0,1.935483870967742,1.935483870967742,0.0,0.026785714285714284,0.0,0.0,0.0,0.0,1827,1379,448,1495,1494,1,0,False,"{""reply"": 1}",{},57,71,56,70,11,11,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__model-qwen3.5-4b/seed_4001/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__model-qwen3.5-4b/seed_4001/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__model-qwen3.5-4b/seed_4001/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys__graph_file-scale-free__model-qwen3.5-4b,variation,4002,recsys,scale-free,window,qwen3.5-4b,euthanasia,original,default,default,448,0,448,True,0.58203125,0.58203125,0.0,1.935483870967742,1.935483870967742,0.0,0.03125,0.0,0.0,0.0,0.0,1834,1386,448,1465,1464,1,0,False,"{""reply"": 1}",{},40,42,40,42,6,6,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__model-qwen3.5-4b/seed_4002/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__model-qwen3.5-4b/seed_4002/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__model-qwen3.5-4b/seed_4002/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys__graph_file-scale-free__model-qwen3.5-4b,variation,4003,recsys,scale-free,window,qwen3.5-4b,euthanasia,original,default,default,448,0,448,True,0.58203125,0.5703125,-0.01171875,1.935483870967742,1.8669354838709677,-0.06854838709677424,0.013392857142857142,0.0625,0.0625,0.0625,0.0,1809,1361,448,1479,1478,1,0,False,"{""reply"": 1}",{},52,59,52,59,7,7,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__model-qwen3.5-4b/seed_4003/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__model-qwen3.5-4b/seed_4003/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__model-qwen3.5-4b/seed_4003/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys__graph_file-scale-free__model-qwen3.5-4b,variation,4004,recsys,scale-free,window,qwen3.5-4b,euthanasia,original,default,default,448,0,448,True,0.58203125,0.57421875,-0.0078125,1.935483870967742,1.9022177419354838,-0.03326612903225823,0.03794642857142857,0.03125,0.0625,0.0,0.0625,1824,1376,448,1480,1478,2,0,False,"{""reply"": 2}",{},61,63,61,63,5,5,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__model-qwen3.5-4b/seed_4004/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__model-qwen3.5-4b/seed_4004/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__model-qwen3.5-4b/seed_4004/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys__graph_file-scale-free__model-qwen3.5-4b,variation,4005,recsys,scale-free,window,qwen3.5-4b,euthanasia,original,default,default,448,0,448,True,0.58203125,0.58203125,0.0,1.935483870967742,1.935483870967742,0.0,0.022321428571428572,0.0,0.0,0.0,0.0,1820,1372,448,1492,1492,0,0,True,{},{},59,66,59,66,10,10,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__model-qwen3.5-4b/seed_4005/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__model-qwen3.5-4b/seed_4005/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__model-qwen3.5-4b/seed_4005/run/prompts_and_responses.jsonl.gz
exposure_rule-chrono__graph_file-scale-free__model-gemma-4-31b,variation,4001,chrono,scale-free,window,gemma-4-31b,euthanasia,original,default,default,448,0,448,True,0.58203125,0.6640625,0.08203125,1.935483870967742,2.774193548387097,0.838709677419355,0.044642857142857144,0.5,0.875,0.125,0.75,1096,648,448,1579,1579,0,0,True,{},{},193,347,193,347,14,14,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__model-gemma-4-31b/seed_4001/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__model-gemma-4-31b/seed_4001/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__model-gemma-4-31b/seed_4001/run/prompts_and_responses.jsonl.gz
exposure_rule-chrono__graph_file-scale-free__model-gemma-4-31b,variation,4002,chrono,scale-free,window,gemma-4-31b,euthanasia,original,default,default,448,0,448,True,0.58203125,0.6796875,0.09765625,1.935483870967742,2.8346774193548385,0.8991935483870965,0.049107142857142856,0.5625,0.875,0.25,0.625,1090,642,448,1539,1539,0,0,True,{},{},173,243,173,243,8,8,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__model-gemma-4-31b/seed_4002/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__model-gemma-4-31b/seed_4002/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__model-gemma-4-31b/seed_4002/run/prompts_and_responses.jsonl.gz
exposure_rule-chrono__graph_file-scale-free__model-gemma-4-31b,variation,4003,chrono,scale-free,window,gemma-4-31b,euthanasia,original,default,default,448,0,448,True,0.58203125,0.703125,0.12109375,1.935483870967742,2.878024193548387,0.942540322580645,0.060267857142857144,0.65625,0.875,0.4375,0.4375,1083,635,448,1683,1683,0,0,True,{},{},225,372,225,372,9,9,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__model-gemma-4-31b/seed_4003/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__model-gemma-4-31b/seed_4003/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__model-gemma-4-31b/seed_4003/run/prompts_and_responses.jsonl.gz
exposure_rule-chrono__graph_file-scale-free__model-gemma-4-31b,variation,4004,chrono,scale-free,window,gemma-4-31b,euthanasia,original,default,default,448,0,448,True,0.58203125,0.6875,0.10546875,1.935483870967742,2.7651209677419355,0.8296370967741935,0.060267857142857144,0.59375,0.875,0.3125,0.5625,1074,626,448,1685,1685,0,0,True,{},{},193,358,193,358,10,10,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__model-gemma-4-31b/seed_4004/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__model-gemma-4-31b/seed_4004/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__model-gemma-4-31b/seed_4004/run/prompts_and_responses.jsonl.gz
exposure_rule-chrono__graph_file-scale-free__model-gemma-4-31b,variation,4005,chrono,scale-free,window,gemma-4-31b,euthanasia,original,default,default,448,0,448,True,0.58203125,0.6796875,0.09765625,1.935483870967742,2.7701612903225805,0.8346774193548385,0.05357142857142857,0.5625,0.875,0.25,0.625,1105,657,448,1539,1539,0,0,True,{},{},151,250,151,250,9,9,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__model-gemma-4-31b/seed_4005/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__model-gemma-4-31b/seed_4005/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__model-gemma-4-31b/seed_4005/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-sim__graph_file-scale-free__model-gemma-4-31b,variation,4001,stance-sim,scale-free,window,gemma-4-31b,euthanasia,original,default,default,448,0,448,True,0.58203125,0.58203125,0.0,1.935483870967742,1.935483870967742,0.0,0.0,0.0,0.0,0.0,0.0,985,537,448,58,58,0,0,True,{},{},0,0,0,0,1,1,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__model-gemma-4-31b/seed_4001/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__model-gemma-4-31b/seed_4001/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__model-gemma-4-31b/seed_4001/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-sim__graph_file-scale-free__model-gemma-4-31b,variation,4002,stance-sim,scale-free,window,gemma-4-31b,euthanasia,original,default,default,448,0,448,True,0.58203125,0.58203125,0.0,1.935483870967742,1.935483870967742,0.0,0.0,0.0,0.0,0.0,0.0,984,536,448,57,57,0,0,True,{},{},0,0,0,0,1,1,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__model-gemma-4-31b/seed_4002/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__model-gemma-4-31b/seed_4002/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__model-gemma-4-31b/seed_4002/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-sim__graph_file-scale-free__model-gemma-4-31b,variation,4003,stance-sim,scale-free,window,gemma-4-31b,euthanasia,original,default,default,448,0,448,True,0.58203125,0.58203125,0.0,1.935483870967742,1.935483870967742,0.0,0.0,0.0,0.0,0.0,0.0,986,538,448,58,58,0,0,True,{},{},0,0,0,0,1,1,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__model-gemma-4-31b/seed_4003/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__model-gemma-4-31b/seed_4003/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__model-gemma-4-31b/seed_4003/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-sim__graph_file-scale-free__model-gemma-4-31b,variation,4004,stance-sim,scale-free,window,gemma-4-31b,euthanasia,original,default,default,448,0,448,True,0.58203125,0.58203125,0.0,1.935483870967742,1.935483870967742,0.0,0.0,0.0,0.0,0.0,0.0,986,538,448,58,58,0,0,True,{},{},0,0,0,0,1,1,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__model-gemma-4-31b/seed_4004/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__model-gemma-4-31b/seed_4004/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__model-gemma-4-31b/seed_4004/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-sim__graph_file-scale-free__model-gemma-4-31b,variation,4005,stance-sim,scale-free,window,gemma-4-31b,euthanasia,original,default,default,448,0,448,True,0.58203125,0.58203125,0.0,1.935483870967742,1.935483870967742,0.0,0.0,0.0,0.0,0.0,0.0,985,537,448,58,58,0,0,True,{},{},0,0,0,0,1,1,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__model-gemma-4-31b/seed_4005/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__model-gemma-4-31b/seed_4005/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__model-gemma-4-31b/seed_4005/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys__graph_file-scale-free__model-gemma-4-31b,variation,4001,recsys,scale-free,window,gemma-4-31b,euthanasia,original,default,default,448,0,448,True,0.58203125,0.6484375,0.06640625,1.935483870967742,2.189516129032258,0.254032258064516,0.0625,0.5625,0.9375,0.1875,0.75,1075,627,448,838,838,0,0,True,{},{},47,92,47,92,9,9,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__model-gemma-4-31b/seed_4001/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__model-gemma-4-31b/seed_4001/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__model-gemma-4-31b/seed_4001/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys__graph_file-scale-free__model-gemma-4-31b,variation,4002,recsys,scale-free,window,gemma-4-31b,euthanasia,original,default,default,448,0,448,True,0.58203125,0.67578125,0.09375,1.935483870967742,1.8548387096774193,-0.08064516129032273,0.09375,0.625,1.0,0.25,0.75,1074,626,448,947,947,0,0,True,{},{},78,121,78,121,10,10,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__model-gemma-4-31b/seed_4002/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__model-gemma-4-31b/seed_4002/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__model-gemma-4-31b/seed_4002/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys__graph_file-scale-free__model-gemma-4-31b,variation,4003,recsys,scale-free,window,gemma-4-31b,euthanasia,original,default,default,448,0,448,True,0.58203125,0.65234375,0.0703125,1.935483870967742,2.193548387096774,0.25806451612903203,0.0625,0.5,0.8125,0.1875,0.625,1113,665,448,884,884,0,0,True,{},{},59,104,59,104,9,9,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__model-gemma-4-31b/seed_4003/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__model-gemma-4-31b/seed_4003/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__model-gemma-4-31b/seed_4003/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys__graph_file-scale-free__model-gemma-4-31b,variation,4004,recsys,scale-free,window,gemma-4-31b,euthanasia,original,default,default,448,0,448,True,0.58203125,0.671875,0.08984375,1.935483870967742,2.193548387096774,0.25806451612903203,0.05803571428571429,0.5,0.8125,0.1875,0.625,1084,636,448,868,868,0,0,True,{},{},53,97,53,97,9,9,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__model-gemma-4-31b/seed_4004/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__model-gemma-4-31b/seed_4004/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__model-gemma-4-31b/seed_4004/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys__graph_file-scale-free__model-gemma-4-31b,variation,4005,recsys,scale-free,window,gemma-4-31b,euthanasia,original,default,default,448,0,448,True,0.58203125,0.68359375,0.1015625,1.935483870967742,2.370967741935484,0.435483870967742,0.08928571428571429,0.625,1.0,0.25,0.75,1078,630,448,873,873,0,0,True,{},{},60,104,60,104,9,9,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__model-gemma-4-31b/seed_4005/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__model-gemma-4-31b/seed_4005/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__model-gemma-4-31b/seed_4005/run/prompts_and_responses.jsonl.gz
exposure_rule-chrono__graph_file-scale-free__topic-ai-decisions,variation,4001,chrono,scale-free,window,qwen3.5-27b-fp8,ai-decisions,original,default,default,448,0,448,True,0.58203125,0.62109375,0.0390625,1.935483870967742,2.4798387096774195,0.5443548387096775,0.04017857142857143,0.3125,0.625,0.0,0.625,1326,878,448,1570,1570,0,0,True,{},{},166,353,166,353,14,14,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic-ai-decisions/seed_4001/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic-ai-decisions/seed_4001/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic-ai-decisions/seed_4001/run/prompts_and_responses.jsonl.gz
