condition_id,kind,seed,exposure_rule,graph_file,memory_architecture,model,topic,topic_paraphrase,persona_content,prompt_paraphrase,strict_probe_outputs,missing_probe_outputs,probe_calls,complete_probe_trajectory,initial_edge_alignment,final_edge_alignment,edge_alignment_gain,initial_opinion_variance,final_opinion_variance,opinion_variance_change,opinion_volatility,mean_absolute_opinion_shift,credulous_mean_shift,skeptical_mean_shift,credulity_shift_gap,prompt_records,tool_call_decisions,memory_or_probe_prompt_records,generated_nonterminal_actions,executed_nonterminal_actions,unexecuted_generated_calls,unexpected_event_calls,exact_action_sequence_match,unexecuted_call_labels_json,unexpected_event_labels_json,generated_overshoot_turns,generated_calls_above_cap,executed_overshoot_turns,executed_events_above_cap,maximum_generated_calls_in_agent_episode,maximum_executed_events_in_agent_episode,tar_action_member,tar_probe_member,tar_prompt_member
exposure_rule-stance-opp__graph_file-scale-free,grid,4002,stance-opp,scale-free,window,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.58203125,0.53125,-0.05078125,1.935483870967742,2.092741935483871,0.157258064516129,0.04017857142857143,0.1875,0.25,0.125,0.125,1257,809,448,459,459,0,0,True,{},{},0,0,0,0,3,3,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-scale-free/seed_4002/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-scale-free/seed_4002/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-scale-free/seed_4002/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-opp__graph_file-scale-free,grid,4003,stance-opp,scale-free,window,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.58203125,0.56640625,-0.015625,1.935483870967742,1.9314516129032258,-0.0040322580645162365,0.008928571428571428,0.0625,0.125,0.0,0.125,1175,727,448,351,351,0,0,True,{},{},0,0,0,0,3,3,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-scale-free/seed_4003/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-scale-free/seed_4003/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-scale-free/seed_4003/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-opp__graph_file-scale-free,grid,4004,stance-opp,scale-free,window,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.58203125,0.53515625,-0.046875,1.935483870967742,2.2006048387096775,0.2651209677419355,0.024553571428571428,0.15625,0.3125,0.0,0.3125,1212,764,448,411,411,0,0,True,{},{},2,3,2,3,5,5,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-scale-free/seed_4004/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-scale-free/seed_4004/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-scale-free/seed_4004/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-opp__graph_file-scale-free,grid,4005,stance-opp,scale-free,window,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.58203125,0.52734375,-0.0546875,1.935483870967742,2.286290322580645,0.350806451612903,0.022321428571428572,0.1875,0.375,0.0,0.375,1268,820,448,470,470,0,0,True,{},{},0,0,0,0,3,3,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-scale-free/seed_4005/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-scale-free/seed_4005/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-scale-free/seed_4005/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-opp__graph_file-small-world,grid,4001,stance-opp,small-world,window,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.84375,0.79296875,-0.05078125,1.935483870967742,2.1774193548387095,0.24193548387096753,0.013392857142857142,0.125,0.25,0.0,0.25,1202,754,448,387,387,0,0,True,{},{},2,2,2,2,4,4,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-small-world/seed_4001/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-small-world/seed_4001/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-small-world/seed_4001/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-opp__graph_file-small-world,grid,4002,stance-opp,small-world,window,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.84375,0.81640625,-0.02734375,1.935483870967742,2.060483870967742,0.125,0.026785714285714284,0.0625,0.0625,0.0625,0.0,1229,781,448,431,431,0,0,True,{},{},1,1,1,1,4,4,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-small-world/seed_4002/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-small-world/seed_4002/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-small-world/seed_4002/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-opp__graph_file-small-world,grid,4003,stance-opp,small-world,window,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.84375,0.8125,-0.03125,1.935483870967742,2.0231854838709675,0.08770161290322553,0.029017857142857144,0.09375,0.1875,0.0,0.1875,1228,780,448,431,431,0,0,True,{},{},2,2,2,2,4,4,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-small-world/seed_4003/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-small-world/seed_4003/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-small-world/seed_4003/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-opp__graph_file-small-world,grid,4004,stance-opp,small-world,window,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.84375,0.81640625,-0.02734375,1.935483870967742,2.0231854838709675,0.08770161290322553,0.011160714285714286,0.09375,0.1875,0.0,0.1875,1182,734,448,354,354,0,0,True,{},{},0,0,0,0,3,3,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-small-world/seed_4004/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-small-world/seed_4004/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-small-world/seed_4004/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-opp__graph_file-small-world,grid,4005,stance-opp,small-world,window,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.84375,0.8203125,-0.0234375,1.935483870967742,1.9959677419354838,0.06048387096774177,0.017857142857142856,0.0625,0.125,0.0,0.125,1247,799,448,452,452,0,0,True,{},{},1,1,1,1,4,4,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-small-world/seed_4005/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-small-world/seed_4005/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-small-world/seed_4005/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-opp__graph_file-random,grid,4001,stance-opp,random,window,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.61328125,0.61328125,0.0,1.935483870967742,1.935483870967742,0.0,0.004464285714285714,0.0,0.0,0.0,0.0,1168,720,448,325,325,0,0,True,{},{},1,1,1,1,4,4,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-random/seed_4001/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-random/seed_4001/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-random/seed_4001/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-opp__graph_file-random,grid,4002,stance-opp,random,window,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.61328125,0.61328125,0.0,1.935483870967742,2.2006048387096775,0.2651209677419355,0.020089285714285716,0.15625,0.3125,0.0,0.3125,1212,764,448,400,400,0,0,True,{},{},1,1,1,1,4,4,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-random/seed_4002/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-random/seed_4002/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-random/seed_4002/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-opp__graph_file-random,grid,4003,stance-opp,random,window,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.61328125,0.609375,-0.00390625,1.935483870967742,1.9959677419354838,0.06048387096774177,0.026785714285714284,0.0625,0.125,0.0,0.125,1279,831,448,503,503,0,0,True,{},{},1,1,1,1,4,4,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-random/seed_4003/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-random/seed_4003/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-random/seed_4003/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-opp__graph_file-random,grid,4004,stance-opp,random,window,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.61328125,0.61328125,0.0,1.935483870967742,2.0231854838709675,0.08770161290322553,0.015625,0.09375,0.1875,0.0,0.1875,1246,798,448,455,455,0,0,True,{},{},1,1,1,1,4,4,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-random/seed_4004/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-random/seed_4004/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-random/seed_4004/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-opp__graph_file-random,grid,4005,stance-opp,random,window,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.61328125,0.64453125,0.03125,1.935483870967742,1.7651209677419355,-0.1703629032258065,0.020089285714285716,0.09375,0.1875,0.0,0.1875,1268,820,448,472,472,0,0,True,{},{},1,3,1,3,6,6,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-random/seed_4005/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-random/seed_4005/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-random/seed_4005/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys__graph_file-scale-free,grid,4001,recsys,scale-free,window,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.58203125,0.5234375,-0.05859375,1.935483870967742,2.028225806451613,0.092741935483871,0.03125,0.3125,0.375,0.25,0.125,1273,825,448,1394,1394,0,0,True,{},{},135,272,135,272,11,11,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free/seed_4001/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free/seed_4001/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free/seed_4001/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys__graph_file-scale-free,grid,4002,recsys,scale-free,window,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.58203125,0.50390625,-0.078125,1.935483870967742,2.2328629032258065,0.2973790322580645,0.04241071428571429,0.34375,0.4375,0.25,0.1875,1275,827,448,1259,1259,0,0,True,{},{},114,181,114,181,8,8,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free/seed_4002/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free/seed_4002/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free/seed_4002/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys__graph_file-scale-free,grid,4003,recsys,scale-free,window,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.58203125,0.5703125,-0.01171875,1.935483870967742,1.878024193548387,-0.05745967741935498,0.029017857142857144,0.15625,0.3125,0.0,0.3125,1356,908,448,1450,1450,0,0,True,{},{},129,216,129,216,9,9,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free/seed_4003/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free/seed_4003/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free/seed_4003/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys__graph_file-scale-free,grid,4004,recsys,scale-free,window,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.58203125,0.49609375,-0.0859375,1.935483870967742,1.9959677419354838,0.06048387096774177,0.044642857142857144,0.4375,0.375,0.5,-0.125,1338,890,448,1344,1344,0,0,True,{},{},119,240,119,240,10,10,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free/seed_4004/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free/seed_4004/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free/seed_4004/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys__graph_file-scale-free,grid,4005,recsys,scale-free,window,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.58203125,0.546875,-0.03515625,1.935483870967742,2.007056451612903,0.07157258064516103,0.024553571428571428,0.15625,0.3125,0.0,0.3125,1310,862,448,1425,1425,0,0,True,{},{},138,234,138,234,10,10,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free/seed_4005/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free/seed_4005/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free/seed_4005/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys__graph_file-small-world,grid,4001,recsys,small-world,window,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.84375,0.828125,-0.015625,1.935483870967742,2.060483870967742,0.125,0.008928571428571428,0.0625,0.125,0.0,0.125,1251,803,448,1475,1475,0,0,True,{},{},165,287,165,287,12,12,polarization/sweeps/runs/exposure_rule-recsys__graph_file-small-world/seed_4001/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-small-world/seed_4001/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-small-world/seed_4001/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys__graph_file-small-world,grid,4002,recsys,small-world,window,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.84375,0.8046875,-0.0390625,1.935483870967742,2.007056451612903,0.07157258064516103,0.024553571428571428,0.15625,0.25,0.0625,0.1875,1317,869,448,1562,1562,0,0,True,{},{},164,351,164,351,11,11,polarization/sweeps/runs/exposure_rule-recsys__graph_file-small-world/seed_4002/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-small-world/seed_4002/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-small-world/seed_4002/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys__graph_file-small-world,grid,4003,recsys,small-world,window,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.84375,0.80078125,-0.04296875,1.935483870967742,1.878024193548387,-0.05745967741935498,0.029017857142857144,0.15625,0.3125,0.0,0.3125,1362,914,448,1340,1340,0,0,True,{},{},120,214,120,214,9,9,polarization/sweeps/runs/exposure_rule-recsys__graph_file-small-world/seed_4003/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-small-world/seed_4003/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-small-world/seed_4003/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys__graph_file-small-world,grid,4004,recsys,small-world,window,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.84375,0.81640625,-0.02734375,1.935483870967742,2.0231854838709675,0.08770161290322553,0.029017857142857144,0.09375,0.1875,0.0,0.1875,1321,873,448,1336,1336,0,0,True,{},{},129,223,129,223,10,10,polarization/sweeps/runs/exposure_rule-recsys__graph_file-small-world/seed_4004/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-small-world/seed_4004/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-small-world/seed_4004/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys__graph_file-small-world,grid,4005,recsys,small-world,window,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.84375,0.8203125,-0.0234375,1.935483870967742,1.9959677419354838,0.06048387096774177,0.013392857142857142,0.0625,0.125,0.0,0.125,1363,915,448,1377,1377,0,0,True,{},{},115,227,115,227,12,12,polarization/sweeps/runs/exposure_rule-recsys__graph_file-small-world/seed_4005/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-small-world/seed_4005/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-small-world/seed_4005/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys__graph_file-random,grid,4001,recsys,random,window,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.61328125,0.609375,-0.00390625,1.935483870967742,1.9959677419354838,0.06048387096774177,0.013392857142857142,0.0625,0.125,0.0,0.125,1373,925,448,1294,1294,0,0,True,{},{},107,197,107,197,12,12,polarization/sweeps/runs/exposure_rule-recsys__graph_file-random/seed_4001/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-random/seed_4001/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-random/seed_4001/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys__graph_file-random,grid,4002,recsys,random,window,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.61328125,0.58984375,-0.0234375,1.935483870967742,2.007056451612903,0.07157258064516103,0.033482142857142856,0.15625,0.1875,0.125,0.0625,1196,748,448,1723,1723,0,0,True,{},{},236,461,236,461,10,10,polarization/sweeps/runs/exposure_rule-recsys__graph_file-random/seed_4002/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-random/seed_4002/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-random/seed_4002/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys__graph_file-random,grid,4003,recsys,random,window,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.61328125,0.57421875,-0.0390625,1.935483870967742,1.9838709677419355,0.048387096774193505,0.017857142857142856,0.125,0.25,0.0,0.25,1262,814,448,1453,1453,0,0,True,{},{},170,311,170,311,12,12,polarization/sweeps/runs/exposure_rule-recsys__graph_file-random/seed_4003/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-random/seed_4003/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-random/seed_4003/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys__graph_file-random,grid,4004,recsys,random,window,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.61328125,0.61328125,0.0,1.935483870967742,1.9022177419354838,-0.03326612903225823,0.020089285714285716,0.03125,0.0625,0.0,0.0625,1377,929,448,1375,1375,0,0,True,{},{},132,207,132,207,8,8,polarization/sweeps/runs/exposure_rule-recsys__graph_file-random/seed_4004/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-random/seed_4004/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-random/seed_4004/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys__graph_file-random,grid,4005,recsys,random,window,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.61328125,0.6015625,-0.01171875,1.935483870967742,2.03125,0.09576612903225801,0.029017857142857144,0.03125,0.0625,0.0,0.0625,1366,918,448,1318,1318,0,0,True,{},{},113,230,113,230,10,10,polarization/sweeps/runs/exposure_rule-recsys__graph_file-random/seed_4005/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-random/seed_4005/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-random/seed_4005/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys-rev__graph_file-scale-free,grid,4001,recsys-rev,scale-free,window,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.58203125,0.55859375,-0.0234375,1.935483870967742,2.0231854838709675,0.08770161290322553,0.020089285714285716,0.09375,0.1875,0.0,0.1875,1295,847,448,1716,1716,0,0,True,{},{},203,499,203,499,14,14,polarization/sweeps/runs/exposure_rule-recsys-rev__graph_file-scale-free/seed_4001/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys-rev__graph_file-scale-free/seed_4001/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys-rev__graph_file-scale-free/seed_4001/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys-rev__graph_file-scale-free,grid,4002,recsys-rev,scale-free,window,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.58203125,0.58203125,0.0,1.935483870967742,2.03125,0.09576612903225801,0.024553571428571428,0.03125,0.0625,0.0,0.0625,1275,827,448,1493,1493,0,0,True,{},{},169,387,169,387,13,13,polarization/sweeps/runs/exposure_rule-recsys-rev__graph_file-scale-free/seed_4002/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys-rev__graph_file-scale-free/seed_4002/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys-rev__graph_file-scale-free/seed_4002/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys-rev__graph_file-scale-free,grid,4003,recsys-rev,scale-free,window,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.58203125,0.5546875,-0.02734375,1.935483870967742,2.0483870967741935,0.11290322580645151,0.017857142857142856,0.125,0.1875,0.0625,0.125,1274,826,448,1441,1441,0,0,True,{},{},161,358,161,358,12,12,polarization/sweeps/runs/exposure_rule-recsys-rev__graph_file-scale-free/seed_4003/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys-rev__graph_file-scale-free/seed_4003/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys-rev__graph_file-scale-free/seed_4003/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys-rev__graph_file-scale-free,grid,4004,recsys-rev,scale-free,window,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.58203125,0.5703125,-0.01171875,1.935483870967742,1.7379032258064515,-0.19758064516129048,0.05803571428571429,0.5625,0.9375,0.1875,0.75,1181,733,448,1959,1959,0,0,True,{},{},260,734,260,734,24,24,polarization/sweeps/runs/exposure_rule-recsys-rev__graph_file-scale-free/seed_4004/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys-rev__graph_file-scale-free/seed_4004/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys-rev__graph_file-scale-free/seed_4004/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys-rev__graph_file-scale-free,grid,4005,recsys-rev,scale-free,window,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.58203125,0.58203125,0.0,1.935483870967742,1.935483870967742,0.0,0.004464285714285714,0.0,0.0,0.0,0.0,1230,782,448,1424,1424,0,0,True,{},{},151,309,151,309,12,12,polarization/sweeps/runs/exposure_rule-recsys-rev__graph_file-scale-free/seed_4005/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys-rev__graph_file-scale-free/seed_4005/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys-rev__graph_file-scale-free/seed_4005/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys-rev__graph_file-small-world,grid,4001,recsys-rev,small-world,window,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.84375,0.78515625,-0.05859375,1.935483870967742,1.7247983870967742,-0.21068548387096775,0.03794642857142857,0.21875,0.3125,0.125,0.1875,1192,744,448,1580,1580,0,0,True,{},{},196,414,196,414,12,12,polarization/sweeps/runs/exposure_rule-recsys-rev__graph_file-small-world/seed_4001/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys-rev__graph_file-small-world/seed_4001/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys-rev__graph_file-small-world/seed_4001/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys-rev__graph_file-small-world,grid,4002,recsys-rev,small-world,window,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.84375,0.84375,0.0,1.935483870967742,1.935483870967742,0.0,0.0,0.0,0.0,0.0,0.0,1179,731,448,2027,2027,0,0,True,{},{},293,712,293,712,13,13,polarization/sweeps/runs/exposure_rule-recsys-rev__graph_file-small-world/seed_4002/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys-rev__graph_file-small-world/seed_4002/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys-rev__graph_file-small-world/seed_4002/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys-rev__graph_file-small-world,grid,4003,recsys-rev,small-world,window,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.84375,0.78515625,-0.05859375,1.935483870967742,2.1764112903225805,0.24092741935483852,0.029017857142857144,0.21875,0.375,0.0625,0.3125,1235,787,448,1922,1922,0,0,True,{},{},273,640,273,640,12,12,polarization/sweeps/runs/exposure_rule-recsys-rev__graph_file-small-world/seed_4003/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys-rev__graph_file-small-world/seed_4003/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys-rev__graph_file-small-world/seed_4003/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys-rev__graph_file-small-world,grid,4004,recsys-rev,small-world,window,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.84375,0.81640625,-0.02734375,1.935483870967742,2.060483870967742,0.125,0.004464285714285714,0.0625,0.125,0.0,0.125,1245,797,448,1919,1919,0,0,True,{},{},231,649,231,649,13,13,polarization/sweeps/runs/exposure_rule-recsys-rev__graph_file-small-world/seed_4004/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys-rev__graph_file-small-world/seed_4004/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys-rev__graph_file-small-world/seed_4004/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys-rev__graph_file-small-world,grid,4005,recsys-rev,small-world,window,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.84375,0.80078125,-0.04296875,1.935483870967742,1.9637096774193548,0.028225806451612767,0.044642857142857144,0.1875,0.3125,0.0625,0.25,1294,846,448,1522,1522,0,0,True,{},{},166,364,166,364,12,12,polarization/sweeps/runs/exposure_rule-recsys-rev__graph_file-small-world/seed_4005/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys-rev__graph_file-small-world/seed_4005/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys-rev__graph_file-small-world/seed_4005/run/prompts_and_responses.jsonl.gz
