seed,graph_file,memory_architecture,model,topic,treatment_value,treatment_condition,treatment_tar_member,reference_value,reference_condition,reference_tar_member,signed_effect,stratum_id,claim_id,official_parent,design_variable,design_level,condition_id,tar_probe_member,exposure_rule
4004,,window,qwen3.5-27b-fp8,euthanasia,0.02734375,exposure_rule-chrono__graph_file-scale-free,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free/seed_4004/run/probe_events.jsonl.gz,0.015625,exposure_rule-chrono__graph_file-random,polarization/sweeps/runs/exposure_rule-chrono__graph_file-random/seed_4004/run/probe_events.jsonl.gz,0.01171875,memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z2a,h2_topology,default_grid,default,,,
4005,,window,qwen3.5-27b-fp8,euthanasia,0.0,exposure_rule-chrono__graph_file-scale-free,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free/seed_4005/run/probe_events.jsonl.gz,0.01171875,exposure_rule-chrono__graph_file-random,polarization/sweeps/runs/exposure_rule-chrono__graph_file-random/seed_4005/run/probe_events.jsonl.gz,-0.01171875,memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z2a,h2_topology,default_grid,default,,,
4001,,window,qwen3.5-27b-fp8,euthanasia,-0.0078125,exposure_rule-chrono__graph_file-small-world,polarization/sweeps/runs/exposure_rule-chrono__graph_file-small-world/seed_4001/run/probe_events.jsonl.gz,0.01171875,exposure_rule-chrono__graph_file-random,polarization/sweeps/runs/exposure_rule-chrono__graph_file-random/seed_4001/run/probe_events.jsonl.gz,-0.01953125,memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z2b,h2_topology,default_grid,default,,,
4002,,window,qwen3.5-27b-fp8,euthanasia,-0.0078125,exposure_rule-chrono__graph_file-small-world,polarization/sweeps/runs/exposure_rule-chrono__graph_file-small-world/seed_4002/run/probe_events.jsonl.gz,0.00390625,exposure_rule-chrono__graph_file-random,polarization/sweeps/runs/exposure_rule-chrono__graph_file-random/seed_4002/run/probe_events.jsonl.gz,-0.01171875,memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z2b,h2_topology,default_grid,default,,,
4003,,window,qwen3.5-27b-fp8,euthanasia,-0.0390625,exposure_rule-chrono__graph_file-small-world,polarization/sweeps/runs/exposure_rule-chrono__graph_file-small-world/seed_4003/run/probe_events.jsonl.gz,0.0390625,exposure_rule-chrono__graph_file-random,polarization/sweeps/runs/exposure_rule-chrono__graph_file-random/seed_4003/run/probe_events.jsonl.gz,-0.078125,memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z2b,h2_topology,default_grid,default,,,
4004,,window,qwen3.5-27b-fp8,euthanasia,-0.01171875,exposure_rule-chrono__graph_file-small-world,polarization/sweeps/runs/exposure_rule-chrono__graph_file-small-world/seed_4004/run/probe_events.jsonl.gz,0.015625,exposure_rule-chrono__graph_file-random,polarization/sweeps/runs/exposure_rule-chrono__graph_file-random/seed_4004/run/probe_events.jsonl.gz,-0.02734375,memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z2b,h2_topology,default_grid,default,,,
4005,,window,qwen3.5-27b-fp8,euthanasia,-0.03125,exposure_rule-chrono__graph_file-small-world,polarization/sweeps/runs/exposure_rule-chrono__graph_file-small-world/seed_4005/run/probe_events.jsonl.gz,0.01171875,exposure_rule-chrono__graph_file-random,polarization/sweeps/runs/exposure_rule-chrono__graph_file-random/seed_4005/run/probe_events.jsonl.gz,-0.04296875,memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z2b,h2_topology,default_grid,default,,,
4001,,window,qwen3.5-27b-fp8,euthanasia,-0.01171875,exposure_rule-stance-sim__graph_file-scale-free,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free/seed_4001/run/probe_events.jsonl.gz,-0.02734375,exposure_rule-stance-sim__graph_file-random,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-random/seed_4001/run/probe_events.jsonl.gz,0.015625,memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z2c,h2_topology,default_grid,default,,,
4002,,window,qwen3.5-27b-fp8,euthanasia,-0.03515625,exposure_rule-stance-sim__graph_file-scale-free,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free/seed_4002/run/probe_events.jsonl.gz,0.01171875,exposure_rule-stance-sim__graph_file-random,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-random/seed_4002/run/probe_events.jsonl.gz,-0.046875,memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z2c,h2_topology,default_grid,default,,,
4003,,window,qwen3.5-27b-fp8,euthanasia,-0.01953125,exposure_rule-stance-sim__graph_file-scale-free,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free/seed_4003/run/probe_events.jsonl.gz,0.0,exposure_rule-stance-sim__graph_file-random,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-random/seed_4003/run/probe_events.jsonl.gz,-0.01953125,memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z2c,h2_topology,default_grid,default,,,
4004,,window,qwen3.5-27b-fp8,euthanasia,-0.02734375,exposure_rule-stance-sim__graph_file-scale-free,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free/seed_4004/run/probe_events.jsonl.gz,-0.04296875,exposure_rule-stance-sim__graph_file-random,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-random/seed_4004/run/probe_events.jsonl.gz,0.015625,memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z2c,h2_topology,default_grid,default,,,
4005,,window,qwen3.5-27b-fp8,euthanasia,-0.01953125,exposure_rule-stance-sim__graph_file-scale-free,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free/seed_4005/run/probe_events.jsonl.gz,0.00390625,exposure_rule-stance-sim__graph_file-random,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-random/seed_4005/run/probe_events.jsonl.gz,-0.0234375,memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z2c,h2_topology,default_grid,default,,,
4001,,window,qwen3.5-27b-fp8,euthanasia,-0.046875,exposure_rule-stance-sim__graph_file-small-world,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-small-world/seed_4001/run/probe_events.jsonl.gz,-0.02734375,exposure_rule-stance-sim__graph_file-random,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-random/seed_4001/run/probe_events.jsonl.gz,-0.01953125,memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z2d,h2_topology,default_grid,default,,,
4002,,window,qwen3.5-27b-fp8,euthanasia,-0.0546875,exposure_rule-stance-sim__graph_file-small-world,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-small-world/seed_4002/run/probe_events.jsonl.gz,0.01171875,exposure_rule-stance-sim__graph_file-random,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-random/seed_4002/run/probe_events.jsonl.gz,-0.06640625,memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z2d,h2_topology,default_grid,default,,,
4003,,window,qwen3.5-27b-fp8,euthanasia,-0.0390625,exposure_rule-stance-sim__graph_file-small-world,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-small-world/seed_4003/run/probe_events.jsonl.gz,0.0,exposure_rule-stance-sim__graph_file-random,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-random/seed_4003/run/probe_events.jsonl.gz,-0.0390625,memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z2d,h2_topology,default_grid,default,,,
4004,,window,qwen3.5-27b-fp8,euthanasia,-0.0234375,exposure_rule-stance-sim__graph_file-small-world,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-small-world/seed_4004/run/probe_events.jsonl.gz,-0.04296875,exposure_rule-stance-sim__graph_file-random,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-random/seed_4004/run/probe_events.jsonl.gz,0.01953125,memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z2d,h2_topology,default_grid,default,,,
4005,,window,qwen3.5-27b-fp8,euthanasia,-0.04296875,exposure_rule-stance-sim__graph_file-small-world,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-small-world/seed_4005/run/probe_events.jsonl.gz,0.00390625,exposure_rule-stance-sim__graph_file-random,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-random/seed_4005/run/probe_events.jsonl.gz,-0.046875,memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z2d,h2_topology,default_grid,default,,,
4001,,,qwen3.5-27b-fp8,euthanasia,0.0,exposure_rule-chrono__graph_file-scale-free__memory_architecture-none,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__memory_architecture-none/seed_4001/run/probe_events.jsonl.gz,0.03125,exposure_rule-chrono__graph_file-scale-free,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free/seed_4001/run/probe_events.jsonl.gz,-0.03125,model=qwen3.5-27b-fp8|topic=euthanasia,Z3,h3_memory_architecture,default_grid,default,,,
4002,,,qwen3.5-27b-fp8,euthanasia,0.0,exposure_rule-chrono__graph_file-scale-free__memory_architecture-none,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__memory_architecture-none/seed_4002/run/probe_events.jsonl.gz,0.017857142857142856,exposure_rule-chrono__graph_file-scale-free,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free/seed_4002/run/probe_events.jsonl.gz,-0.017857142857142856,model=qwen3.5-27b-fp8|topic=euthanasia,Z3,h3_memory_architecture,default_grid,default,,,
4003,,,qwen3.5-27b-fp8,euthanasia,0.0,exposure_rule-chrono__graph_file-scale-free__memory_architecture-none,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__memory_architecture-none/seed_4003/run/probe_events.jsonl.gz,0.029017857142857144,exposure_rule-chrono__graph_file-scale-free,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free/seed_4003/run/probe_events.jsonl.gz,-0.029017857142857144,model=qwen3.5-27b-fp8|topic=euthanasia,Z3,h3_memory_architecture,default_grid,default,,,
4004,,,qwen3.5-27b-fp8,euthanasia,0.0,exposure_rule-chrono__graph_file-scale-free__memory_architecture-none,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__memory_architecture-none/seed_4004/run/probe_events.jsonl.gz,0.022321428571428572,exposure_rule-chrono__graph_file-scale-free,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free/seed_4004/run/probe_events.jsonl.gz,-0.022321428571428572,model=qwen3.5-27b-fp8|topic=euthanasia,Z3,h3_memory_architecture,default_grid,default,,,
4005,,,qwen3.5-27b-fp8,euthanasia,0.0,exposure_rule-chrono__graph_file-scale-free__memory_architecture-none,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__memory_architecture-none/seed_4005/run/probe_events.jsonl.gz,0.013392857142857142,exposure_rule-chrono__graph_file-scale-free,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free/seed_4005/run/probe_events.jsonl.gz,-0.013392857142857142,model=qwen3.5-27b-fp8|topic=euthanasia,Z3,h3_memory_architecture,default_grid,default,,,
4001,scale-free,window,qwen3.5-27b-fp8,euthanasia,,,,,,,0.375,exposure_rule=chrono|graph_file=scale-free|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z4,h4_credulity,default_grid,default,exposure_rule-chrono__graph_file-scale-free,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free/seed_4001/run/probe_events.jsonl.gz,chrono
4002,scale-free,window,qwen3.5-27b-fp8,euthanasia,,,,,,,0.25,exposure_rule=chrono|graph_file=scale-free|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z4,h4_credulity,default_grid,default,exposure_rule-chrono__graph_file-scale-free,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free/seed_4002/run/probe_events.jsonl.gz,chrono
4003,scale-free,window,qwen3.5-27b-fp8,euthanasia,,,,,,,0.0625,exposure_rule=chrono|graph_file=scale-free|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z4,h4_credulity,default_grid,default,exposure_rule-chrono__graph_file-scale-free,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free/seed_4003/run/probe_events.jsonl.gz,chrono
4004,scale-free,window,qwen3.5-27b-fp8,euthanasia,,,,,,,0.375,exposure_rule=chrono|graph_file=scale-free|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z4,h4_credulity,default_grid,default,exposure_rule-chrono__graph_file-scale-free,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free/seed_4004/run/probe_events.jsonl.gz,chrono
4005,scale-free,window,qwen3.5-27b-fp8,euthanasia,,,,,,,0.125,exposure_rule=chrono|graph_file=scale-free|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z4,h4_credulity,default_grid,default,exposure_rule-chrono__graph_file-scale-free,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free/seed_4005/run/probe_events.jsonl.gz,chrono
4001,small-world,window,qwen3.5-27b-fp8,euthanasia,,,,,,,0.125,exposure_rule=chrono|graph_file=small-world|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z4,h4_credulity,default_grid,default,exposure_rule-chrono__graph_file-small-world,polarization/sweeps/runs/exposure_rule-chrono__graph_file-small-world/seed_4001/run/probe_events.jsonl.gz,chrono
4002,small-world,window,qwen3.5-27b-fp8,euthanasia,,,,,,,0.0625,exposure_rule=chrono|graph_file=small-world|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z4,h4_credulity,default_grid,default,exposure_rule-chrono__graph_file-small-world,polarization/sweeps/runs/exposure_rule-chrono__graph_file-small-world/seed_4002/run/probe_events.jsonl.gz,chrono
4003,small-world,window,qwen3.5-27b-fp8,euthanasia,,,,,,,0.4375,exposure_rule=chrono|graph_file=small-world|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z4,h4_credulity,default_grid,default,exposure_rule-chrono__graph_file-small-world,polarization/sweeps/runs/exposure_rule-chrono__graph_file-small-world/seed_4003/run/probe_events.jsonl.gz,chrono
4004,small-world,window,qwen3.5-27b-fp8,euthanasia,,,,,,,0.25,exposure_rule=chrono|graph_file=small-world|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z4,h4_credulity,default_grid,default,exposure_rule-chrono__graph_file-small-world,polarization/sweeps/runs/exposure_rule-chrono__graph_file-small-world/seed_4004/run/probe_events.jsonl.gz,chrono
4005,small-world,window,qwen3.5-27b-fp8,euthanasia,,,,,,,0.25,exposure_rule=chrono|graph_file=small-world|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z4,h4_credulity,default_grid,default,exposure_rule-chrono__graph_file-small-world,polarization/sweeps/runs/exposure_rule-chrono__graph_file-small-world/seed_4005/run/probe_events.jsonl.gz,chrono
4001,random,window,qwen3.5-27b-fp8,euthanasia,,,,,,,0.0625,exposure_rule=chrono|graph_file=random|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z4,h4_credulity,default_grid,default,exposure_rule-chrono__graph_file-random,polarization/sweeps/runs/exposure_rule-chrono__graph_file-random/seed_4001/run/probe_events.jsonl.gz,chrono
4002,random,window,qwen3.5-27b-fp8,euthanasia,,,,,,,0.0,exposure_rule=chrono|graph_file=random|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z4,h4_credulity,default_grid,default,exposure_rule-chrono__graph_file-random,polarization/sweeps/runs/exposure_rule-chrono__graph_file-random/seed_4002/run/probe_events.jsonl.gz,chrono
4003,random,window,qwen3.5-27b-fp8,euthanasia,,,,,,,-0.0625,exposure_rule=chrono|graph_file=random|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z4,h4_credulity,default_grid,default,exposure_rule-chrono__graph_file-random,polarization/sweeps/runs/exposure_rule-chrono__graph_file-random/seed_4003/run/probe_events.jsonl.gz,chrono
4004,random,window,qwen3.5-27b-fp8,euthanasia,,,,,,,0.125,exposure_rule=chrono|graph_file=random|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z4,h4_credulity,default_grid,default,exposure_rule-chrono__graph_file-random,polarization/sweeps/runs/exposure_rule-chrono__graph_file-random/seed_4004/run/probe_events.jsonl.gz,chrono
4005,random,window,qwen3.5-27b-fp8,euthanasia,,,,,,,0.0625,exposure_rule=chrono|graph_file=random|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z4,h4_credulity,default_grid,default,exposure_rule-chrono__graph_file-random,polarization/sweeps/runs/exposure_rule-chrono__graph_file-random/seed_4005/run/probe_events.jsonl.gz,chrono
4001,scale-free,window,qwen3.5-27b-fp8,euthanasia,,,,,,,0.0,exposure_rule=stance-sim|graph_file=scale-free|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z4,h4_credulity,default_grid,default,exposure_rule-stance-sim__graph_file-scale-free,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free/seed_4001/run/probe_events.jsonl.gz,stance-sim
4002,scale-free,window,qwen3.5-27b-fp8,euthanasia,,,,,,,0.3125,exposure_rule=stance-sim|graph_file=scale-free|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z4,h4_credulity,default_grid,default,exposure_rule-stance-sim__graph_file-scale-free,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free/seed_4002/run/probe_events.jsonl.gz,stance-sim
4003,scale-free,window,qwen3.5-27b-fp8,euthanasia,,,,,,,0.125,exposure_rule=stance-sim|graph_file=scale-free|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z4,h4_credulity,default_grid,default,exposure_rule-stance-sim__graph_file-scale-free,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free/seed_4003/run/probe_events.jsonl.gz,stance-sim
4004,scale-free,window,qwen3.5-27b-fp8,euthanasia,,,,,,,0.1875,exposure_rule=stance-sim|graph_file=scale-free|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z4,h4_credulity,default_grid,default,exposure_rule-stance-sim__graph_file-scale-free,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free/seed_4004/run/probe_events.jsonl.gz,stance-sim
4005,scale-free,window,qwen3.5-27b-fp8,euthanasia,,,,,,,0.125,exposure_rule=stance-sim|graph_file=scale-free|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z4,h4_credulity,default_grid,default,exposure_rule-stance-sim__graph_file-scale-free,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free/seed_4005/run/probe_events.jsonl.gz,stance-sim
4001,small-world,window,qwen3.5-27b-fp8,euthanasia,,,,,,,0.0,exposure_rule=stance-sim|graph_file=small-world|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z4,h4_credulity,default_grid,default,exposure_rule-stance-sim__graph_file-small-world,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-small-world/seed_4001/run/probe_events.jsonl.gz,stance-sim
4002,small-world,window,qwen3.5-27b-fp8,euthanasia,,,,,,,0.3125,exposure_rule=stance-sim|graph_file=small-world|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z4,h4_credulity,default_grid,default,exposure_rule-stance-sim__graph_file-small-world,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-small-world/seed_4002/run/probe_events.jsonl.gz,stance-sim
4003,small-world,window,qwen3.5-27b-fp8,euthanasia,,,,,,,0.1875,exposure_rule=stance-sim|graph_file=small-world|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z4,h4_credulity,default_grid,default,exposure_rule-stance-sim__graph_file-small-world,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-small-world/seed_4003/run/probe_events.jsonl.gz,stance-sim
4004,small-world,window,qwen3.5-27b-fp8,euthanasia,,,,,,,0.125,exposure_rule=stance-sim|graph_file=small-world|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z4,h4_credulity,default_grid,default,exposure_rule-stance-sim__graph_file-small-world,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-small-world/seed_4004/run/probe_events.jsonl.gz,stance-sim
4005,small-world,window,qwen3.5-27b-fp8,euthanasia,,,,,,,0.1875,exposure_rule=stance-sim|graph_file=small-world|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z4,h4_credulity,default_grid,default,exposure_rule-stance-sim__graph_file-small-world,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-small-world/seed_4005/run/probe_events.jsonl.gz,stance-sim
4001,random,window,qwen3.5-27b-fp8,euthanasia,,,,,,,0.1875,exposure_rule=stance-sim|graph_file=random|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z4,h4_credulity,default_grid,default,exposure_rule-stance-sim__graph_file-random,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-random/seed_4001/run/probe_events.jsonl.gz,stance-sim
4002,random,window,qwen3.5-27b-fp8,euthanasia,,,,,,,0.125,exposure_rule=stance-sim|graph_file=random|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z4,h4_credulity,default_grid,default,exposure_rule-stance-sim__graph_file-random,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-random/seed_4002/run/probe_events.jsonl.gz,stance-sim
4003,random,window,qwen3.5-27b-fp8,euthanasia,,,,,,,0.125,exposure_rule=stance-sim|graph_file=random|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z4,h4_credulity,default_grid,default,exposure_rule-stance-sim__graph_file-random,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-random/seed_4003/run/probe_events.jsonl.gz,stance-sim
4004,random,window,qwen3.5-27b-fp8,euthanasia,,,,,,,0.4375,exposure_rule=stance-sim|graph_file=random|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z4,h4_credulity,default_grid,default,exposure_rule-stance-sim__graph_file-random,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-random/seed_4004/run/probe_events.jsonl.gz,stance-sim
4005,random,window,qwen3.5-27b-fp8,euthanasia,,,,,,,0.25,exposure_rule=stance-sim|graph_file=random|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z4,h4_credulity,default_grid,default,exposure_rule-stance-sim__graph_file-random,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-random/seed_4005/run/probe_events.jsonl.gz,stance-sim
4001,scale-free,window,qwen3.5-27b-fp8,euthanasia,,,,,,,0.0625,exposure_rule=stance-opp|graph_file=scale-free|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z4,h4_credulity,default_grid,default,exposure_rule-stance-opp__graph_file-scale-free,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-scale-free/seed_4001/run/probe_events.jsonl.gz,stance-opp
4002,scale-free,window,qwen3.5-27b-fp8,euthanasia,,,,,,,0.125,exposure_rule=stance-opp|graph_file=scale-free|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z4,h4_credulity,default_grid,default,exposure_rule-stance-opp__graph_file-scale-free,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-scale-free/seed_4002/run/probe_events.jsonl.gz,stance-opp
4003,scale-free,window,qwen3.5-27b-fp8,euthanasia,,,,,,,0.125,exposure_rule=stance-opp|graph_file=scale-free|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z4,h4_credulity,default_grid,default,exposure_rule-stance-opp__graph_file-scale-free,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-scale-free/seed_4003/run/probe_events.jsonl.gz,stance-opp
4004,scale-free,window,qwen3.5-27b-fp8,euthanasia,,,,,,,0.3125,exposure_rule=stance-opp|graph_file=scale-free|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z4,h4_credulity,default_grid,default,exposure_rule-stance-opp__graph_file-scale-free,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-scale-free/seed_4004/run/probe_events.jsonl.gz,stance-opp
4005,scale-free,window,qwen3.5-27b-fp8,euthanasia,,,,,,,0.375,exposure_rule=stance-opp|graph_file=scale-free|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z4,h4_credulity,default_grid,default,exposure_rule-stance-opp__graph_file-scale-free,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-scale-free/seed_4005/run/probe_events.jsonl.gz,stance-opp
4001,small-world,window,qwen3.5-27b-fp8,euthanasia,,,,,,,0.25,exposure_rule=stance-opp|graph_file=small-world|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z4,h4_credulity,default_grid,default,exposure_rule-stance-opp__graph_file-small-world,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-small-world/seed_4001/run/probe_events.jsonl.gz,stance-opp
4002,small-world,window,qwen3.5-27b-fp8,euthanasia,,,,,,,0.0,exposure_rule=stance-opp|graph_file=small-world|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z4,h4_credulity,default_grid,default,exposure_rule-stance-opp__graph_file-small-world,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-small-world/seed_4002/run/probe_events.jsonl.gz,stance-opp
4003,small-world,window,qwen3.5-27b-fp8,euthanasia,,,,,,,0.1875,exposure_rule=stance-opp|graph_file=small-world|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z4,h4_credulity,default_grid,default,exposure_rule-stance-opp__graph_file-small-world,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-small-world/seed_4003/run/probe_events.jsonl.gz,stance-opp
4004,small-world,window,qwen3.5-27b-fp8,euthanasia,,,,,,,0.1875,exposure_rule=stance-opp|graph_file=small-world|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z4,h4_credulity,default_grid,default,exposure_rule-stance-opp__graph_file-small-world,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-small-world/seed_4004/run/probe_events.jsonl.gz,stance-opp
4005,small-world,window,qwen3.5-27b-fp8,euthanasia,,,,,,,0.125,exposure_rule=stance-opp|graph_file=small-world|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z4,h4_credulity,default_grid,default,exposure_rule-stance-opp__graph_file-small-world,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-small-world/seed_4005/run/probe_events.jsonl.gz,stance-opp
4001,random,window,qwen3.5-27b-fp8,euthanasia,,,,,,,0.0,exposure_rule=stance-opp|graph_file=random|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z4,h4_credulity,default_grid,default,exposure_rule-stance-opp__graph_file-random,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-random/seed_4001/run/probe_events.jsonl.gz,stance-opp
4002,random,window,qwen3.5-27b-fp8,euthanasia,,,,,,,0.3125,exposure_rule=stance-opp|graph_file=random|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z4,h4_credulity,default_grid,default,exposure_rule-stance-opp__graph_file-random,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-random/seed_4002/run/probe_events.jsonl.gz,stance-opp
4003,random,window,qwen3.5-27b-fp8,euthanasia,,,,,,,0.125,exposure_rule=stance-opp|graph_file=random|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z4,h4_credulity,default_grid,default,exposure_rule-stance-opp__graph_file-random,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-random/seed_4003/run/probe_events.jsonl.gz,stance-opp
