seed,graph_file,memory_architecture,model,topic,treatment_value,treatment_condition,treatment_tar_member,reference_value,reference_condition,reference_tar_member,signed_effect,stratum_id,claim_id,official_parent,design_variable,design_level,condition_id,tar_probe_member,exposure_rule
4003,scale-free,window,qwen3.5-27b-fp8,lifespan,-0.046875,exposure_rule-stance-sim__graph_file-scale-free__topic-lifespan,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__topic-lifespan/seed_4003/run/probe_events.jsonl.gz,0.046875,exposure_rule-chrono__graph_file-scale-free__topic-lifespan,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic-lifespan/seed_4003/run/probe_events.jsonl.gz,-0.09375,graph_file=scale-free|memory_architecture=window|model=qwen3.5-27b-fp8|topic=lifespan,Z1,h1_exposure_rule,default_grid,default,,,
4004,scale-free,window,qwen3.5-27b-fp8,lifespan,-0.01171875,exposure_rule-stance-sim__graph_file-scale-free__topic-lifespan,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__topic-lifespan/seed_4004/run/probe_events.jsonl.gz,0.03515625,exposure_rule-chrono__graph_file-scale-free__topic-lifespan,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic-lifespan/seed_4004/run/probe_events.jsonl.gz,-0.046875,graph_file=scale-free|memory_architecture=window|model=qwen3.5-27b-fp8|topic=lifespan,Z1,h1_exposure_rule,default_grid,default,,,
4005,scale-free,window,qwen3.5-27b-fp8,lifespan,0.00390625,exposure_rule-stance-sim__graph_file-scale-free__topic-lifespan,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__topic-lifespan/seed_4005/run/probe_events.jsonl.gz,0.01171875,exposure_rule-chrono__graph_file-scale-free__topic-lifespan,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic-lifespan/seed_4005/run/probe_events.jsonl.gz,-0.0078125,graph_file=scale-free|memory_architecture=window|model=qwen3.5-27b-fp8|topic=lifespan,Z1,h1_exposure_rule,default_grid,default,,,
4001,scale-free,window,qwen3.5-27b-fp8,euthanasia,-0.0078125,exposure_rule-stance-sim__graph_file-scale-free__topic_paraphrase-reworded,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__topic_paraphrase-reworded/seed_4001/run/probe_events.jsonl.gz,0.0234375,exposure_rule-chrono__graph_file-scale-free__topic_paraphrase-reworded,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic_paraphrase-reworded/seed_4001/run/probe_events.jsonl.gz,-0.03125,graph_file=scale-free|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z1,h1_exposure_rule,topic_paraphrase,reworded,,,
4002,scale-free,window,qwen3.5-27b-fp8,euthanasia,-0.0078125,exposure_rule-stance-sim__graph_file-scale-free__topic_paraphrase-reworded,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__topic_paraphrase-reworded/seed_4002/run/probe_events.jsonl.gz,-0.0078125,exposure_rule-chrono__graph_file-scale-free__topic_paraphrase-reworded,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic_paraphrase-reworded/seed_4002/run/probe_events.jsonl.gz,0.0,graph_file=scale-free|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z1,h1_exposure_rule,topic_paraphrase,reworded,,,
4003,scale-free,window,qwen3.5-27b-fp8,euthanasia,-0.015625,exposure_rule-stance-sim__graph_file-scale-free__topic_paraphrase-reworded,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__topic_paraphrase-reworded/seed_4003/run/probe_events.jsonl.gz,0.0234375,exposure_rule-chrono__graph_file-scale-free__topic_paraphrase-reworded,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic_paraphrase-reworded/seed_4003/run/probe_events.jsonl.gz,-0.0390625,graph_file=scale-free|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z1,h1_exposure_rule,topic_paraphrase,reworded,,,
4004,scale-free,window,qwen3.5-27b-fp8,euthanasia,-0.02734375,exposure_rule-stance-sim__graph_file-scale-free__topic_paraphrase-reworded,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__topic_paraphrase-reworded/seed_4004/run/probe_events.jsonl.gz,0.01171875,exposure_rule-chrono__graph_file-scale-free__topic_paraphrase-reworded,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic_paraphrase-reworded/seed_4004/run/probe_events.jsonl.gz,-0.0390625,graph_file=scale-free|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z1,h1_exposure_rule,topic_paraphrase,reworded,,,
4005,scale-free,window,qwen3.5-27b-fp8,euthanasia,-0.0078125,exposure_rule-stance-sim__graph_file-scale-free__topic_paraphrase-reworded,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__topic_paraphrase-reworded/seed_4005/run/probe_events.jsonl.gz,-0.0078125,exposure_rule-chrono__graph_file-scale-free__topic_paraphrase-reworded,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic_paraphrase-reworded/seed_4005/run/probe_events.jsonl.gz,0.0,graph_file=scale-free|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z1,h1_exposure_rule,topic_paraphrase,reworded,,,
4001,scale-free,window,qwen3.5-27b-fp8,euthanasia,0.0,exposure_rule-stance-sim__graph_file-scale-free__persona_content-paraphrase,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__persona_content-paraphrase/seed_4001/run/probe_events.jsonl.gz,0.0,exposure_rule-chrono__graph_file-scale-free__persona_content-paraphrase,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__persona_content-paraphrase/seed_4001/run/probe_events.jsonl.gz,0.0,graph_file=scale-free|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z1,h1_exposure_rule,persona_content,paraphrase,,,
4002,scale-free,window,qwen3.5-27b-fp8,euthanasia,0.0,exposure_rule-stance-sim__graph_file-scale-free__persona_content-paraphrase,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__persona_content-paraphrase/seed_4002/run/probe_events.jsonl.gz,0.0078125,exposure_rule-chrono__graph_file-scale-free__persona_content-paraphrase,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__persona_content-paraphrase/seed_4002/run/probe_events.jsonl.gz,-0.0078125,graph_file=scale-free|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z1,h1_exposure_rule,persona_content,paraphrase,,,
4003,scale-free,window,qwen3.5-27b-fp8,euthanasia,0.0,exposure_rule-stance-sim__graph_file-scale-free__persona_content-paraphrase,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__persona_content-paraphrase/seed_4003/run/probe_events.jsonl.gz,0.0,exposure_rule-chrono__graph_file-scale-free__persona_content-paraphrase,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__persona_content-paraphrase/seed_4003/run/probe_events.jsonl.gz,0.0,graph_file=scale-free|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z1,h1_exposure_rule,persona_content,paraphrase,,,
4004,scale-free,window,qwen3.5-27b-fp8,euthanasia,0.0,exposure_rule-stance-sim__graph_file-scale-free__persona_content-paraphrase,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__persona_content-paraphrase/seed_4004/run/probe_events.jsonl.gz,0.0,exposure_rule-chrono__graph_file-scale-free__persona_content-paraphrase,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__persona_content-paraphrase/seed_4004/run/probe_events.jsonl.gz,0.0,graph_file=scale-free|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z1,h1_exposure_rule,persona_content,paraphrase,,,
4005,scale-free,window,qwen3.5-27b-fp8,euthanasia,0.0,exposure_rule-stance-sim__graph_file-scale-free__persona_content-paraphrase,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__persona_content-paraphrase/seed_4005/run/probe_events.jsonl.gz,0.0,exposure_rule-chrono__graph_file-scale-free__persona_content-paraphrase,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__persona_content-paraphrase/seed_4005/run/probe_events.jsonl.gz,0.0,graph_file=scale-free|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z1,h1_exposure_rule,persona_content,paraphrase,,,
4001,scale-free,window,qwen3.5-27b-fp8,euthanasia,-0.0234375,exposure_rule-stance-sim__graph_file-scale-free__persona_content-narrative-stance,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__persona_content-narrative-stance/seed_4001/run/probe_events.jsonl.gz,-0.00390625,exposure_rule-chrono__graph_file-scale-free__persona_content-narrative-stance,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__persona_content-narrative-stance/seed_4001/run/probe_events.jsonl.gz,-0.01953125,graph_file=scale-free|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z1,h1_exposure_rule,persona_content,narrative-stance,,,
4002,scale-free,window,qwen3.5-27b-fp8,euthanasia,-0.01171875,exposure_rule-stance-sim__graph_file-scale-free__persona_content-narrative-stance,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__persona_content-narrative-stance/seed_4002/run/probe_events.jsonl.gz,0.0078125,exposure_rule-chrono__graph_file-scale-free__persona_content-narrative-stance,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__persona_content-narrative-stance/seed_4002/run/probe_events.jsonl.gz,-0.01953125,graph_file=scale-free|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z1,h1_exposure_rule,persona_content,narrative-stance,,,
4003,scale-free,window,qwen3.5-27b-fp8,euthanasia,0.00390625,exposure_rule-stance-sim__graph_file-scale-free__persona_content-narrative-stance,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__persona_content-narrative-stance/seed_4003/run/probe_events.jsonl.gz,0.00390625,exposure_rule-chrono__graph_file-scale-free__persona_content-narrative-stance,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__persona_content-narrative-stance/seed_4003/run/probe_events.jsonl.gz,0.0,graph_file=scale-free|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z1,h1_exposure_rule,persona_content,narrative-stance,,,
4004,scale-free,window,qwen3.5-27b-fp8,euthanasia,0.0,exposure_rule-stance-sim__graph_file-scale-free__persona_content-narrative-stance,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__persona_content-narrative-stance/seed_4004/run/probe_events.jsonl.gz,0.015625,exposure_rule-chrono__graph_file-scale-free__persona_content-narrative-stance,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__persona_content-narrative-stance/seed_4004/run/probe_events.jsonl.gz,-0.015625,graph_file=scale-free|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z1,h1_exposure_rule,persona_content,narrative-stance,,,
4005,scale-free,window,qwen3.5-27b-fp8,euthanasia,-0.00390625,exposure_rule-stance-sim__graph_file-scale-free__persona_content-narrative-stance,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__persona_content-narrative-stance/seed_4005/run/probe_events.jsonl.gz,0.0,exposure_rule-chrono__graph_file-scale-free__persona_content-narrative-stance,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__persona_content-narrative-stance/seed_4005/run/probe_events.jsonl.gz,-0.00390625,graph_file=scale-free|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z1,h1_exposure_rule,persona_content,narrative-stance,,,
4001,scale-free,window,qwen3.5-27b-fp8,euthanasia,-0.03125,exposure_rule-stance-sim__graph_file-scale-free__persona_content-order-b,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__persona_content-order-b/seed_4001/run/probe_events.jsonl.gz,0.06640625,exposure_rule-chrono__graph_file-scale-free__persona_content-order-b,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__persona_content-order-b/seed_4001/run/probe_events.jsonl.gz,-0.09765625,graph_file=scale-free|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z1,h1_exposure_rule,persona_content,order-b,,,
4002,scale-free,window,qwen3.5-27b-fp8,euthanasia,-0.0078125,exposure_rule-stance-sim__graph_file-scale-free__persona_content-order-b,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__persona_content-order-b/seed_4002/run/probe_events.jsonl.gz,-0.01953125,exposure_rule-chrono__graph_file-scale-free__persona_content-order-b,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__persona_content-order-b/seed_4002/run/probe_events.jsonl.gz,0.01171875,graph_file=scale-free|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z1,h1_exposure_rule,persona_content,order-b,,,
4003,scale-free,window,qwen3.5-27b-fp8,euthanasia,-0.0234375,exposure_rule-stance-sim__graph_file-scale-free__persona_content-order-b,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__persona_content-order-b/seed_4003/run/probe_events.jsonl.gz,0.0078125,exposure_rule-chrono__graph_file-scale-free__persona_content-order-b,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__persona_content-order-b/seed_4003/run/probe_events.jsonl.gz,-0.03125,graph_file=scale-free|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z1,h1_exposure_rule,persona_content,order-b,,,
4004,scale-free,window,qwen3.5-27b-fp8,euthanasia,0.0,exposure_rule-stance-sim__graph_file-scale-free__persona_content-order-b,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__persona_content-order-b/seed_4004/run/probe_events.jsonl.gz,0.01171875,exposure_rule-chrono__graph_file-scale-free__persona_content-order-b,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__persona_content-order-b/seed_4004/run/probe_events.jsonl.gz,-0.01171875,graph_file=scale-free|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z1,h1_exposure_rule,persona_content,order-b,,,
4005,scale-free,window,qwen3.5-27b-fp8,euthanasia,-0.0546875,exposure_rule-stance-sim__graph_file-scale-free__persona_content-order-b,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__persona_content-order-b/seed_4005/run/probe_events.jsonl.gz,-0.00390625,exposure_rule-chrono__graph_file-scale-free__persona_content-order-b,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__persona_content-order-b/seed_4005/run/probe_events.jsonl.gz,-0.05078125,graph_file=scale-free|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z1,h1_exposure_rule,persona_content,order-b,,,
4001,scale-free,window,qwen3.5-27b-fp8,euthanasia,-0.04296875,exposure_rule-stance-sim__graph_file-scale-free__prompt_paraphrase-reworded,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__prompt_paraphrase-reworded/seed_4001/run/probe_events.jsonl.gz,0.015625,exposure_rule-chrono__graph_file-scale-free__prompt_paraphrase-reworded,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__prompt_paraphrase-reworded/seed_4001/run/probe_events.jsonl.gz,-0.05859375,graph_file=scale-free|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z1,h1_exposure_rule,prompt_paraphrase,reworded,,,
4002,scale-free,window,qwen3.5-27b-fp8,euthanasia,-0.0390625,exposure_rule-stance-sim__graph_file-scale-free__prompt_paraphrase-reworded,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__prompt_paraphrase-reworded/seed_4002/run/probe_events.jsonl.gz,-0.015625,exposure_rule-chrono__graph_file-scale-free__prompt_paraphrase-reworded,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__prompt_paraphrase-reworded/seed_4002/run/probe_events.jsonl.gz,-0.0234375,graph_file=scale-free|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z1,h1_exposure_rule,prompt_paraphrase,reworded,,,
4003,scale-free,window,qwen3.5-27b-fp8,euthanasia,0.0,exposure_rule-stance-sim__graph_file-scale-free__prompt_paraphrase-reworded,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__prompt_paraphrase-reworded/seed_4003/run/probe_events.jsonl.gz,0.0,exposure_rule-chrono__graph_file-scale-free__prompt_paraphrase-reworded,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__prompt_paraphrase-reworded/seed_4003/run/probe_events.jsonl.gz,0.0,graph_file=scale-free|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z1,h1_exposure_rule,prompt_paraphrase,reworded,,,
4004,scale-free,window,qwen3.5-27b-fp8,euthanasia,-0.01953125,exposure_rule-stance-sim__graph_file-scale-free__prompt_paraphrase-reworded,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__prompt_paraphrase-reworded/seed_4004/run/probe_events.jsonl.gz,0.02734375,exposure_rule-chrono__graph_file-scale-free__prompt_paraphrase-reworded,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__prompt_paraphrase-reworded/seed_4004/run/probe_events.jsonl.gz,-0.046875,graph_file=scale-free|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z1,h1_exposure_rule,prompt_paraphrase,reworded,,,
4005,scale-free,window,qwen3.5-27b-fp8,euthanasia,-0.046875,exposure_rule-stance-sim__graph_file-scale-free__prompt_paraphrase-reworded,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__prompt_paraphrase-reworded/seed_4005/run/probe_events.jsonl.gz,0.015625,exposure_rule-chrono__graph_file-scale-free__prompt_paraphrase-reworded,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__prompt_paraphrase-reworded/seed_4005/run/probe_events.jsonl.gz,-0.0625,graph_file=scale-free|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z1,h1_exposure_rule,prompt_paraphrase,reworded,,,
4001,scale-free,window,qwen3.5-27b-fp8,euthanasia,-0.01171875,exposure_rule-stance-sim__graph_file-scale-free,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free/seed_4001/run/probe_events.jsonl.gz,-0.0234375,exposure_rule-stance-opp__graph_file-scale-free,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-scale-free/seed_4001/run/probe_events.jsonl.gz,0.01171875,graph_file=scale-free|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z6,h6_opposite_exposure,default_grid,default,,,
4002,scale-free,window,qwen3.5-27b-fp8,euthanasia,-0.03515625,exposure_rule-stance-sim__graph_file-scale-free,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free/seed_4002/run/probe_events.jsonl.gz,-0.05078125,exposure_rule-stance-opp__graph_file-scale-free,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-scale-free/seed_4002/run/probe_events.jsonl.gz,0.015625,graph_file=scale-free|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z6,h6_opposite_exposure,default_grid,default,,,
4003,scale-free,window,qwen3.5-27b-fp8,euthanasia,-0.01953125,exposure_rule-stance-sim__graph_file-scale-free,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free/seed_4003/run/probe_events.jsonl.gz,-0.015625,exposure_rule-stance-opp__graph_file-scale-free,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-scale-free/seed_4003/run/probe_events.jsonl.gz,-0.00390625,graph_file=scale-free|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z6,h6_opposite_exposure,default_grid,default,,,
4004,scale-free,window,qwen3.5-27b-fp8,euthanasia,-0.02734375,exposure_rule-stance-sim__graph_file-scale-free,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free/seed_4004/run/probe_events.jsonl.gz,-0.046875,exposure_rule-stance-opp__graph_file-scale-free,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-scale-free/seed_4004/run/probe_events.jsonl.gz,0.01953125,graph_file=scale-free|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z6,h6_opposite_exposure,default_grid,default,,,
4005,scale-free,window,qwen3.5-27b-fp8,euthanasia,-0.01953125,exposure_rule-stance-sim__graph_file-scale-free,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free/seed_4005/run/probe_events.jsonl.gz,-0.0546875,exposure_rule-stance-opp__graph_file-scale-free,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-scale-free/seed_4005/run/probe_events.jsonl.gz,0.03515625,graph_file=scale-free|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z6,h6_opposite_exposure,default_grid,default,,,
4001,small-world,window,qwen3.5-27b-fp8,euthanasia,-0.046875,exposure_rule-stance-sim__graph_file-small-world,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-small-world/seed_4001/run/probe_events.jsonl.gz,-0.05078125,exposure_rule-stance-opp__graph_file-small-world,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-small-world/seed_4001/run/probe_events.jsonl.gz,0.00390625,graph_file=small-world|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z6,h6_opposite_exposure,default_grid,default,,,
4002,small-world,window,qwen3.5-27b-fp8,euthanasia,-0.0546875,exposure_rule-stance-sim__graph_file-small-world,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-small-world/seed_4002/run/probe_events.jsonl.gz,-0.02734375,exposure_rule-stance-opp__graph_file-small-world,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-small-world/seed_4002/run/probe_events.jsonl.gz,-0.02734375,graph_file=small-world|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z6,h6_opposite_exposure,default_grid,default,,,
4003,small-world,window,qwen3.5-27b-fp8,euthanasia,-0.0390625,exposure_rule-stance-sim__graph_file-small-world,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-small-world/seed_4003/run/probe_events.jsonl.gz,-0.03125,exposure_rule-stance-opp__graph_file-small-world,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-small-world/seed_4003/run/probe_events.jsonl.gz,-0.0078125,graph_file=small-world|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z6,h6_opposite_exposure,default_grid,default,,,
4004,small-world,window,qwen3.5-27b-fp8,euthanasia,-0.0234375,exposure_rule-stance-sim__graph_file-small-world,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-small-world/seed_4004/run/probe_events.jsonl.gz,-0.02734375,exposure_rule-stance-opp__graph_file-small-world,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-small-world/seed_4004/run/probe_events.jsonl.gz,0.00390625,graph_file=small-world|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z6,h6_opposite_exposure,default_grid,default,,,
4005,small-world,window,qwen3.5-27b-fp8,euthanasia,-0.04296875,exposure_rule-stance-sim__graph_file-small-world,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-small-world/seed_4005/run/probe_events.jsonl.gz,-0.0234375,exposure_rule-stance-opp__graph_file-small-world,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-small-world/seed_4005/run/probe_events.jsonl.gz,-0.01953125,graph_file=small-world|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z6,h6_opposite_exposure,default_grid,default,,,
4001,random,window,qwen3.5-27b-fp8,euthanasia,-0.02734375,exposure_rule-stance-sim__graph_file-random,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-random/seed_4001/run/probe_events.jsonl.gz,0.0,exposure_rule-stance-opp__graph_file-random,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-random/seed_4001/run/probe_events.jsonl.gz,-0.02734375,graph_file=random|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z6,h6_opposite_exposure,default_grid,default,,,
4002,random,window,qwen3.5-27b-fp8,euthanasia,0.01171875,exposure_rule-stance-sim__graph_file-random,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-random/seed_4002/run/probe_events.jsonl.gz,0.0,exposure_rule-stance-opp__graph_file-random,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-random/seed_4002/run/probe_events.jsonl.gz,0.01171875,graph_file=random|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z6,h6_opposite_exposure,default_grid,default,,,
4003,random,window,qwen3.5-27b-fp8,euthanasia,0.0,exposure_rule-stance-sim__graph_file-random,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-random/seed_4003/run/probe_events.jsonl.gz,-0.00390625,exposure_rule-stance-opp__graph_file-random,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-random/seed_4003/run/probe_events.jsonl.gz,0.00390625,graph_file=random|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z6,h6_opposite_exposure,default_grid,default,,,
4004,random,window,qwen3.5-27b-fp8,euthanasia,-0.04296875,exposure_rule-stance-sim__graph_file-random,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-random/seed_4004/run/probe_events.jsonl.gz,0.0,exposure_rule-stance-opp__graph_file-random,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-random/seed_4004/run/probe_events.jsonl.gz,-0.04296875,graph_file=random|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z6,h6_opposite_exposure,default_grid,default,,,
4005,random,window,qwen3.5-27b-fp8,euthanasia,0.00390625,exposure_rule-stance-sim__graph_file-random,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-random/seed_4005/run/probe_events.jsonl.gz,0.03125,exposure_rule-stance-opp__graph_file-random,polarization/sweeps/runs/exposure_rule-stance-opp__graph_file-random/seed_4005/run/probe_events.jsonl.gz,-0.02734375,graph_file=random|memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z6,h6_opposite_exposure,default_grid,default,,,
4001,,window,qwen3.5-27b-fp8,euthanasia,0.04296875,exposure_rule-chrono__graph_file-scale-free,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free/seed_4001/run/probe_events.jsonl.gz,0.01171875,exposure_rule-chrono__graph_file-random,polarization/sweeps/runs/exposure_rule-chrono__graph_file-random/seed_4001/run/probe_events.jsonl.gz,0.03125,memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z2a,h2_topology,default_grid,default,,,
4002,,window,qwen3.5-27b-fp8,euthanasia,0.01953125,exposure_rule-chrono__graph_file-scale-free,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free/seed_4002/run/probe_events.jsonl.gz,0.00390625,exposure_rule-chrono__graph_file-random,polarization/sweeps/runs/exposure_rule-chrono__graph_file-random/seed_4002/run/probe_events.jsonl.gz,0.015625,memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z2a,h2_topology,default_grid,default,,,
4003,,window,qwen3.5-27b-fp8,euthanasia,-0.00390625,exposure_rule-chrono__graph_file-scale-free,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free/seed_4003/run/probe_events.jsonl.gz,0.0390625,exposure_rule-chrono__graph_file-random,polarization/sweeps/runs/exposure_rule-chrono__graph_file-random/seed_4003/run/probe_events.jsonl.gz,-0.04296875,memory_architecture=window|model=qwen3.5-27b-fp8|topic=euthanasia,Z2a,h2_topology,default_grid,default,,,
