claim_id,model,point_estimate,pooled_run_mean,median_stratum,sign_consistency,n_strata,n_seed_effects,seeds,hier_ci_low,hier_ci_high,seed_ci_low,seed_ci_high,ci_low,ci_high,target_verdict
P1a,gemma-4-31b,0.07833333333333332,0.07833333333333334,0.0,0.25,36,180,8001;8002;8003;8004;8005,0.031104166666666672,0.1338888888888889,0.07416666666666669,0.08250000000000002,0.031104166666666672,0.1338888888888889,supported
P1a,qwen3.5-27b-fp8,0.0,0.0,0.0,0.0,36,180,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,mixed_or_inconclusive
P1a,qwen3.5-4b,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,36,180,8001;8002;8003;8004;8005,0.1104166666666669,0.3611111111111111,0.22222222222222224,0.22222222222222224,0.1104166666666669,0.3611111111111111,supported
P1a,qwen3.5-9b,-0.032499999999999994,-0.0325,0.0,0.1111111111111111,36,180,8001;8002;8003;8004;8005,-0.16834027777777777,0.10166666666666667,-0.03861111111111112,-0.022222222222222227,-0.16834027777777777,0.10166666666666667,mixed_or_inconclusive
P1b,gemma-4-31b,0.04444444444444445,0.044444444444444446,0.0,0.19444444444444445,36,180,8001;8002;8003;8004;8005,-0.045555555555555544,0.14222222222222222,0.04027777777777777,0.05083333333333333,-0.045555555555555544,0.14222222222222222,mixed_or_inconclusive
P1b,qwen3.5-27b-fp8,0.5,0.5,0.5,0.5,36,180,8001;8002;8003;8004;8005,0.3333333333333333,0.6666666666666666,0.5,0.5,0.3333333333333333,0.6666666666666666,supported
P1b,qwen3.5-4b,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,36,180,8001;8002;8003;8004;8005,0.05555555555555555,0.3055555555555556,0.16666666666666666,0.16666666666666666,0.05555555555555555,0.3055555555555556,supported
P1b,qwen3.5-9b,0.2966666666666667,0.2966666666666667,0.02,0.5,36,180,8001;8002;8003;8004;8005,0.16221527777777778,0.4352777777777777,0.29583333333333334,0.2977777777777778,0.16221527777777778,0.4352777777777777,supported
